"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Bartolo Colon","- - -","5.78","1.55","3.74","1.45","15.1%","4.0%","11.0%",".283","1.33",".304","69.4%","115","109","107","4.80","4.52","0.27","4.42","4.53","375","112526"
"Carlos Villanueva","- - -","7.73","2.33","3.31","1.53","20.3%","6.1%","14.2%",".262","1.29",".296","73.6%","116","113","100","4.60","4.53","0.07","4.03","3.67","4138","453646"
"Ryan O'Rourke","- - -","9.12","5.21","1.75","1.12","24.0%","13.7%","10.3%",".194","1.28",".233","64.1%","116","108","113","4.84","4.53","0.31","4.69","4.27","10976","594951"
"Domingo German","NYY","10.11","3.00","3.37","1.70","26.5%","7.9%","18.6%",".231","1.23",".275","73.1%","102","100","92","4.52","4.53","-0.01","4.08","3.91","17149","593334"
"Charlie Culberson","ATL","3.00","6.00","0.50","0.00","6.7%","13.3%","-6.7%",".308","2.00",".333","83.3%","73","105","165","3.00","4.53","-1.53","7.18","6.80","3298","518586"
"Tim Hudson","SFG","4.66","2.69","1.73","0.95","12.2%","7.0%","5.1%",".279","1.38",".300","72.6%","119","123","110","4.44","4.53","-0.09","4.29","4.41","921","218596"
"Vance Worley","- - -","6.07","3.37","1.80","1.02","15.4%","8.5%","6.8%",".290","1.52",".326","71.5%","116","109","114","4.73","4.53","0.20","4.75","4.70","6435","474699"
"Deolis Guerra","- - -","7.06","2.07","3.41","1.51","18.5%","5.4%","13.1%",".268","1.30",".298","71.7%","110","109","102","4.52","4.54","-0.02","4.33","3.96","8410","500610"
"Daniel Mengden","OAK","6.63","2.94","2.25","1.24","17.3%","7.7%","9.6%",".248","1.30",".274","68.2%","112","108","112","4.68","4.54","0.14","4.87","4.84","16980","596043"
"Genesis Cabrera","STL","8.41","4.87","1.73","0.89","19.2%","11.1%","8.1%",".267","1.67",".323","60.2%","116","106","129","4.87","4.54","0.33","5.71","5.19","17490","650893"
"Jimmy Cordero","- - -","6.87","3.67","1.87","0.96","17.9%","9.6%","8.3%",".231","1.28",".264","75.8%","89","102","101","3.83","4.55","-0.71","4.36","4.28","15690","622772"
"Junior Guerra","- - -","8.19","3.81","2.15","1.26","21.5%","10.0%","11.5%",".229","1.29",".266","76.0%","90","107","108","3.81","4.55","-0.74","4.56","4.52","5702","448855"
"Jordan Zimmermann","- - -","6.66","2.03","3.29","1.44","17.2%","5.2%","12.0%",".283","1.37",".313","67.9%","117","107","108","5.06","4.55","0.51","4.59","4.53","4505","519455"
"Erasmo Ramirez","- - -","6.88","2.28","3.02","1.41","18.4%","6.1%","12.3%",".248","1.21",".272","71.9%","105","110","100","4.29","4.55","-0.25","4.24","4.15","10314","541640"
"Mike Broadway","SFG","6.75","3.18","2.13","1.19","16.7%","7.8%","8.8%",".312","1.63",".356","62.1%","175","121","123","6.75","4.55","2.20","4.85","4.34","9894","458678"
"Chris Hatcher","- - -","9.27","3.69","2.51","1.49","23.5%","9.3%","14.1%",".254","1.41",".304","73.4%","114","111","103","4.56","4.55","0.01","4.30","3.84","3299","501822"
"Adam Conley","MIA","7.78","3.74","2.08","1.17","19.7%","9.5%","10.3%",".258","1.42",".302","71.2%","120","112","117","4.82","4.56","0.26","4.89","4.64","14457","543045"
"Antonio Bastardo","- - -","9.81","4.50","2.18","1.34","24.8%","11.4%","13.4%",".224","1.36",".273","73.3%","114","113","118","4.57","4.56","0.01","4.78","4.00","8844","455374"
"Tyler Cravy","MIL","7.23","4.31","1.68","1.01","18.4%","11.0%","7.4%",".250","1.44",".290","70.4%","113","112","126","4.56","4.56","0.00","5.03","4.76","10770","572788"
"Nick Pivetta","PHI","9.61","3.39","2.84","1.59","24.5%","8.7%","15.9%",".266","1.43",".324","68.4%","126","104","94","5.34","4.56","0.78","3.99","4.09","15454","601713"
"Andrew Suarez","SFG","7.23","2.75","2.63","1.40","19.1%","7.3%","11.8%",".269","1.35",".304","70.4%","119","116","96","4.71","4.56","0.15","3.97","4.23","18300","605498"
"Cody Anderson","CLE","5.99","2.52","2.38","1.29","15.7%","6.6%","9.1%",".275","1.36",".300","71.7%","111","110","107","4.76","4.57","0.19","4.46","4.58","12799","594736"
"Scott Feldman","- - -","6.37","2.46","2.59","1.33","16.7%","6.4%","10.2%",".272","1.34",".299","73.6%","102","108","99","4.25","4.57","-0.32","4.14","4.36","6283","444857"
"Nick Masset","- - -","6.48","3.24","2.00","1.08","15.9%","8.0%","8.0%",".294","1.56",".333","70.7%","121","121","116","4.68","4.57","0.11","4.49","4.16","7267","434665"
"Jed Bradley","ATL","5.14","7.71","0.67","0.00","12.1%","18.2%","-6.1%",".259","1.86",".304","69.2%","124","114","156","5.14","4.58","0.57","6.48","6.53","13166","605152"
"Kendall Graveman","OAK","5.75","2.65","2.17","1.18","14.9%","6.9%","8.0%",".275","1.38",".301","73.5%","107","111","104","4.38","4.58","-0.19","4.40","4.56","15514","608665"
"Devin Smeltzer","MIN","6.98","2.20","3.17","1.47","18.8%","5.9%","12.9%",".265","1.27",".294","77.2%","83","100","106","3.86","4.58","-0.72","4.85","4.68","19487","656970"
"CC Sabathia","NYY","7.81","3.04","2.57","1.39","20.2%","7.8%","12.3%",".257","1.34",".294","76.2%","97","104","100","4.14","4.58","-0.44","4.26","4.33","404","282332"
"Ivan Nova","- - -","6.25","2.04","3.07","1.38","16.3%","5.3%","11.0%",".277","1.33",".302","72.7%","104","106","101","4.40","4.58","-0.18","4.33","4.49","1994","467100"
"Matt Moore","- - -","7.67","3.35","2.29","1.31","19.4%","8.5%","10.9%",".270","1.45",".311","68.8%","122","111","114","5.13","4.58","0.54","4.83","4.61","1890","519043"
"Patrick Sandoval","LAA","9.61","4.35","2.21","1.37","24.9%","11.2%","13.6%",".235","1.37",".287","70.8%","108","98","88","5.03","4.59","0.45","4.02","4.56","19447","663776"
"Jordan Lyles","- - -","7.69","3.37","2.28","1.31","19.5%","8.5%","11.0%",".269","1.44",".310","67.1%","115","106","108","5.12","4.59","0.53","4.55","4.51","7593","543475"
"David Hale","- - -","6.36","2.32","2.74","1.37","16.1%","5.9%","10.2%",".286","1.43",".315","68.9%","115","107","107","5.19","4.59","0.61","4.40","4.32","9756","571735"
"Chase Anderson","- - -","7.46","2.92","2.56","1.37","19.9%","7.8%","12.1%",".242","1.24",".273","76.9%","93","110","112","3.93","4.59","-0.66","4.66","4.53","6895","502624"
"Trent Thornton","TOR","8.69","3.56","2.44","1.40","22.0%","9.0%","13.0%",".255","1.41",".301","71.7%","106","99","108","4.84","4.59","0.25","4.94","4.80","17948","663423"
"Mat Latos","- - -","6.79","3.13","2.17","1.30","17.4%","8.0%","9.4%",".266","1.41",".297","68.5%","128","114","109","5.05","4.59","0.46","4.44","4.55","3815","502009"
"Brian Schlitter","- - -","5.29","3.18","1.67","1.06","13.2%","7.9%","5.3%",".343","1.76",".379","73.5%","128","112","101","5.29","4.59","0.70","4.31","4.08","3599","489295"
"Travis Wood","- - -","8.10","3.80","2.13","1.34","20.8%","9.8%","11.0%",".250","1.40",".290","68.9%","113","111","114","4.72","4.59","0.12","4.72","4.38","9884","475243"
"Adam Morgan","PHI","7.77","2.61","2.98","1.52","20.1%","6.8%","13.4%",".266","1.34",".301","70.4%","117","109","107","4.81","4.59","0.22","4.37","4.15","12580","605388"
"Steven Wright","BOS","6.86","3.42","2.01","1.18","17.9%","8.9%","9.0%",".247","1.33",".277","72.7%","88","110","113","3.88","4.60","-0.72","4.75","4.67","8185","453214"
"Martin Perez","- - -","5.72","3.36","1.70","1.05","14.4%","8.5%","6.0%",".285","1.51",".315","67.5%","107","103","108","4.90","4.60","0.30","4.67","4.97","6902","527048"
"Jose Torres","SDP","8.33","2.27","3.67","1.64","22.1%","6.0%","16.1%",".239","1.18",".269","77.4%","96","107","106","4.04","4.60","-0.56","4.59","3.86","14957","600526"
"Sergio Santos","- - -","9.92","3.86","2.57","1.65","24.7%","9.6%","15.1%",".242","1.41",".289","74.5%","130","118","89","4.96","4.60","0.36","3.48","3.41","4734","435045"
"Ubaldo Jimenez","BAL","8.29","3.80","2.18","1.32","20.8%","9.5%","11.3%",".269","1.49",".318","68.7%","125","105","102","5.33","4.60","0.73","4.29","4.35","3374","434622"
"Kevin Quackenbush","- - -","7.63","3.76","2.03","1.29","19.5%","9.6%","9.9%",".253","1.41",".290","68.9%","126","114","112","5.05","4.61","0.44","4.59","4.27","12360","534812"
"Danny Farquhar","- - -","9.27","3.76","2.47","1.44","23.8%","9.7%","14.2%",".237","1.33",".283","74.5%","107","112","102","4.32","4.61","-0.29","4.33","3.81","8501","543144"
"Chien-Ming Wang","KCR","5.06","3.04","1.67","1.01","13.0%","7.8%","5.2%",".284","1.46",".309","74.0%","99","111","109","4.22","4.61","-0.39","4.65","4.57","2074","425426"
"Daniel Stumpf","- - -","8.18","3.93","2.08","1.31","20.3%","9.7%","10.5%",".282","1.57",".333","73.4%","106","104","109","4.66","4.61","0.05","4.78","4.46","13780","621385"
"Simon Castro","- - -","8.37","3.61","2.32","1.33","22.0%","9.5%","12.5%",".242","1.31",".283","68.8%","110","108","112","4.75","4.61","0.14","4.78","4.14","9243","501563"
"Jonny Venters","- - -","8.29","5.53","1.50","0.85","20.1%","13.4%","6.7%",".230","1.51",".279","58.6%","125","110","103","5.31","4.61","0.70","4.34","4.25","7175","458924"
"Dan Haren","- - -","6.34","1.83","3.47","1.49","17.2%","4.9%","12.2%",".241","1.13",".256","79.8%","94","121","121","3.60","4.61","-1.01","4.69","4.48","1757","429717"
"Anibal Sanchez","- - -","8.09","2.89","2.80","1.53","21.0%","7.5%","13.5%",".255","1.33",".291","70.9%","111","108","104","4.71","4.61","0.10","4.42","4.33","3284","434671"
"Jeffrey Springs","TEX","8.81","5.18","1.70","1.12","21.3%","12.5%","8.8%",".271","1.66",".332","73.3%","100","100","123","4.90","4.62","0.28","5.44","4.92","17677","605488"
"Doug Fister","- - -","6.16","2.93","2.10","1.19","15.8%","7.5%","8.3%",".272","1.41",".301","70.0%","109","111","110","4.56","4.62","-0.05","4.60","4.69","9425","450729"
"Justin Hancock","CHC","8.03","6.57","1.22","0.73","22.4%","18.4%","4.1%",".125","1.14",".143","95.2%","37","115","127","1.46","4.62","-3.16","5.17","5.31","12316","606995"
"Andrew Cashner","- - -","6.52","3.58","1.82","1.11","16.7%","9.2%","7.5%",".267","1.44",".300","69.4%","107","107","113","4.54","4.62","-0.08","4.78","4.92","8782","488768"
"Adalberto Mejia","- - -","7.48","4.38","1.71","1.05","18.5%","10.8%","7.6%",".270","1.56",".316","73.5%","104","104","121","4.62","4.62","-0.01","5.32","5.14","13188","606167"
"Dereck Rodriguez","SFG","6.63","2.98","2.22","1.24","17.3%","7.8%","9.5%",".244","1.28",".269","69.4%","100","114","114","4.10","4.63","-0.53","4.83","4.89","14509","605446"
"Sandy Alcantara","- - -","7.17","4.13","1.74","1.05","18.7%","10.8%","7.9%",".236","1.35",".270","74.9%","93","109","118","3.83","4.63","-0.80","5.14","5.26","18684","645261"
"Ricardo Rodriguez","TEX","6.41","2.29","2.80","1.37","15.4%","5.5%","9.9%",".329","1.68",".368","73.8%","116","102","108","5.49","4.63","0.86","4.69","4.47","15458","600965"
"Marcus Hatley","STL","13.50","13.50","1.00","0.00","28.6%","28.6%","0.0%",".200","2.25",".333","100.0%","0","121","119","0.00","4.63","-4.63","4.63","5.61","4002","502281"
"J.R. Graham","MIN","7.58","3.03","2.50","1.38","18.8%","7.5%","11.3%",".286","1.50",".328","67.0%","124","113","102","5.10","4.63","0.46","4.12","3.77","12042","543242"
"Matt Albers","- - -","7.76","3.18","2.44","1.37","20.3%","8.3%","12.0%",".247","1.30",".282","73.7%","100","109","99","4.21","4.64","-0.42","4.22","4.00","4300","458006"
"Zac Rosscup","- - -","12.02","5.09","2.36","1.70","29.2%","12.4%","16.8%",".259","1.60",".342","75.1%","112","112","91","4.66","4.64","0.02","3.80","3.66","9419","573127"
"Grant Dayton","- - -","10.60","3.19","3.32","1.89","28.7%","8.7%","20.1%",".195","1.08",".221","86.3%","80","110","100","3.34","4.65","-1.31","4.28","3.47","11203","594795"
"Lucas Harrell","- - -","7.09","4.89","1.45","0.84","17.4%","12.0%","5.4%",".269","1.59",".317","73.2%","105","110","120","4.56","4.65","-0.09","5.03","5.15","7541","449173"
"Kyle Lobstein","- - -","4.77","3.55","1.34","0.91","12.1%","9.0%","3.1%",".292","1.56",".316","67.5%","132","113","117","5.38","4.65","0.73","4.76","4.89","9178","543456"
"Brian Duensing","- - -","6.61","3.94","1.68","1.06","17.0%","10.1%","6.8%",".255","1.42",".288","73.7%","108","112","116","4.44","4.65","-0.21","4.81","4.60","4064","488846"
"Matt Magill","- - -","9.75","3.87","2.52","1.53","24.3%","9.6%","14.7%",".256","1.45",".311","77.6%","91","107","103","4.03","4.65","-0.62","4.50","4.02","3950","543483"
"Miguel Gonzalez","- - -","6.21","2.95","2.10","1.23","15.9%","7.6%","8.4%",".268","1.39",".295","70.7%","111","108","118","4.66","4.66","0.01","4.99","4.89","7024","456068"
"Jose Cisnero","DET","10.19","4.84","2.11","1.27","24.7%","11.7%","13.0%",".250","1.53",".316","72.0%","93","102","112","4.33","4.66","-0.33","5.13","4.47","6399","542585"
"Matthew Boyd","- - -","8.81","2.83","3.11","1.65","22.8%","7.3%","15.5%",".256","1.32",".297","70.9%","112","106","106","4.92","4.66","0.26","4.59","4.27","15440","571510"
"Ryan Garton","- - -","6.99","2.52","2.78","1.54","18.2%","6.5%","11.6%",".257","1.31",".281","70.0%","117","111","102","4.90","4.66","0.24","4.43","4.15","14016","623439"
"Jorge De La Rosa","- - -","7.70","4.06","1.90","1.22","19.5%","10.3%","9.2%",".257","1.45",".298","72.3%","98","110","108","4.52","4.67","-0.15","4.38","4.44","2047","407822"
"Brian Ellington","MIA","8.59","5.61","1.53","0.88","21.0%","13.7%","7.3%",".235","1.52",".289","70.4%","115","115","136","4.65","4.67","-0.02","5.68","4.83","17233","623395"
"John Danks","CHW","6.30","3.02","2.09","1.31","16.1%","7.7%","8.4%",".279","1.45",".308","67.0%","125","113","118","5.00","4.67","0.32","4.81","4.73","6329","433579"
"Bobby Parnell","- - -","5.22","6.75","0.77","0.31","12.2%","15.8%","-3.6%",".316","2.01",".364","60.8%","169","118","137","6.44","4.67","1.77","5.42","5.57","9926","458730"
"Jesse Biddle","- - -","9.13","5.20","1.75","1.08","22.2%","12.7%","9.6%",".257","1.58",".319","68.1%","108","111","102","4.71","4.67","0.04","4.35","4.36","11437","592145"
"James Russell","- - -","5.63","3.29","1.71","1.17","13.7%","8.0%","5.7%",".317","1.70",".348","55.2%","171","117","123","6.81","4.67","2.13","4.83","4.64","4089","460701"
"Ian Kennedy","- - -","8.56","3.03","2.83","1.59","22.5%","7.9%","14.5%",".248","1.29",".285","74.8%","103","113","106","4.34","4.68","-0.34","4.48","4.20","6986","453178"
"Drew Rucinski","- - -","6.94","4.05","1.71","0.96","17.0%","9.9%","7.1%",".290","1.61",".338","65.8%","138","117","123","5.40","4.68","0.72","5.00","4.55","12499","607968"
"Esmil Rogers","NYY","8.45","3.82","2.21","1.36","20.3%","9.2%","11.1%",".299","1.67",".356","56.0%","155","112","105","6.27","4.68","1.59","4.23","3.87","6317","469134"
"JB Shuck","- - -","0.00","4.50","0.00","0.00","0.0%","11.1%","-11.1%",".250","1.50",".250","66.7%","109","107","152","4.50","4.68","-0.18","6.67","6.41","6677","543776"
"Felix Hernandez","SEA","7.71","3.13","2.46","1.39","20.0%","8.1%","11.9%",".251","1.32",".286","71.4%","110","112","98","4.48","4.68","-0.20","4.18","4.25","4772","433587"
"Pablo Sandoval","SFG","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","114","132","0.00","4.69","-4.69","5.68","3.89","5409","467055"
"Jose Urena","MIA","6.13","3.06","2.01","1.16","15.9%","8.0%","8.0%",".257","1.33",".283","71.3%","115","115","115","4.57","4.69","-0.12","4.80","4.84","11589","570632"
"Jakob Junis","KCR","8.15","2.52","3.24","1.56","20.9%","6.5%","14.5%",".265","1.33",".304","72.5%","104","108","101","4.69","4.69","0.00","4.47","4.35","13619","596001"
"Jason Vargas","- - -","7.18","3.14","2.29","1.36","18.6%","8.1%","10.5%",".256","1.35",".288","73.1%","108","111","115","4.52","4.70","-0.18","4.96","4.83","8044","450306"
"Odrisamer Despaigne","- - -","5.37","3.31","1.62","1.01","13.3%","8.2%","5.1%",".288","1.53",".316","63.4%","145","116","121","5.74","4.70","1.04","4.97","5.00","16017","628333"
"Angel Nesbitt","DET","5.82","3.32","1.75","0.83","14.3%","8.2%","6.1%",".256","1.38",".286","64.1%","132","115","122","5.40","4.70","0.70","4.93","4.37","13415","553970"
"Branden Pinder","NYY","8.16","4.71","1.73","1.26","20.3%","11.7%","8.6%",".274","1.60",".325","86.6%","85","112","110","3.45","4.70","-1.25","4.43","4.30","12093","572038"
"Mike Fiers","- - -","7.60","2.70","2.81","1.51","20.0%","7.1%","12.9%",".252","1.28",".283","76.7%","99","111","105","4.14","4.71","-0.57","4.50","4.41","7754","571666"
"Marco Estrada","- - -","7.42","3.15","2.35","1.44","19.6%","8.3%","11.3%",".231","1.24",".255","73.6%","102","110","122","4.33","4.71","-0.37","5.19","4.81","1118","462136"
"Homer Bailey","- - -","7.31","3.17","2.31","1.37","18.1%","7.8%","10.3%",".288","1.53",".328","67.4%","127","109","106","5.56","4.71","0.85","4.58","4.75","8362","456701"
"Jason Motte","- - -","6.79","3.12","2.18","1.28","17.7%","8.1%","9.6%",".239","1.27",".263","76.8%","93","113","121","3.99","4.71","-0.71","4.97","4.38","5861","435400"
"Ryan Vogelsong","- - -","7.00","4.06","1.72","1.16","17.5%","10.2%","7.4%",".257","1.47",".292","69.4%","122","123","120","4.72","4.71","0.01","4.80","4.77","1011","285064"
"Josh Lucas","- - -","8.92","4.82","1.85","1.21","22.2%","12.0%","10.2%",".255","1.53",".311","63.5%","127","107","109","5.54","4.71","0.84","4.80","4.46","11686","572998"
"Joba Chamberlain","- - -","7.74","3.78","2.05","1.32","19.5%","9.5%","10.0%",".266","1.47",".307","74.0%","91","114","101","3.78","4.71","-0.94","4.16","4.02","2692","501955"
"Tyler Wilson","BAL","4.77","2.42","1.97","1.18","12.2%","6.2%","6.0%",".291","1.44",".309","69.2%","119","108","115","5.02","4.71","0.30","4.84","4.88","12691","592869"
"Enderson Franco","SFG","6.75","1.69","4.00","1.69","20.0%","5.0%","15.0%",".211","0.94",".214","83.3%","80","112","127","3.38","4.71","-1.34","5.63","4.77","11896","575070"
"Randy Rosario","- - -","6.39","3.84","1.67","1.14","16.2%","9.7%","6.5%",".276","1.52",".310","67.6%","116","115","105","4.83","4.72","0.11","4.35","4.42","14508","600968"
"Raudel Lazo","MIA","7.94","3.18","2.50","1.59","20.8%","8.3%","12.5%",".227","1.24",".250","89.3%","84","125","123","3.18","4.72","-1.55","4.77","4.06","14077","612272"
"R.A. Dickey","- - -","6.08","2.99","2.03","1.24","16.0%","7.9%","8.1%",".252","1.30",".274","72.5%","99","112","113","4.19","4.72","-0.54","4.75","4.82","1245","285079"
"Neftali Feliz","- - -","8.35","3.78","2.21","1.46","21.9%","9.9%","12.0%",".244","1.35",".283","67.7%","120","113","107","5.06","4.72","0.34","4.48","4.09","18","491703"
"Trevor Cahill","- - -","8.22","3.91","2.10","1.33","21.1%","10.0%","11.0%",".247","1.38",".288","72.3%","107","110","97","4.57","4.73","-0.15","4.19","4.28","6249","502239"
"Dale Thayer","SDP","5.97","3.58","1.67","1.19","15.8%","9.5%","6.3%",".259","1.38",".283","77.8%","109","124","126","4.06","4.73","-0.66","4.88","4.59","5032","445612"
"Lucas Giolito","- - -","8.60","3.69","2.33","1.43","22.6%","9.7%","12.9%",".226","1.26",".261","71.1%","106","107","106","4.60","4.73","-0.13","4.60","4.54","15474","608337"
"Michael Ynoa","CHW","8.08","5.95","1.36","0.61","19.3%","14.2%","5.1%",".212","1.47",".260","70.0%","104","108","139","4.42","4.73","-0.30","6.01","5.12","14093","573589"
"Cesar Ramos","- - -","6.30","3.15","2.00","1.26","16.2%","8.1%","8.1%",".292","1.50",".326","76.6%","101","111","110","4.32","4.73","-0.41","4.57","4.38","3357","459987"
"Jeremy Hellickson","- - -","6.66","2.50","2.66","1.44","17.5%","6.6%","11.0%",".248","1.25",".269","70.1%","106","112","111","4.49","4.73","-0.24","4.59","4.59","4371","476451"
"Wade LeBlanc","- - -","7.12","2.16","3.30","1.65","18.9%","5.7%","13.2%",".258","1.25",".281","73.0%","105","110","105","4.44","4.74","-0.29","4.56","4.35","5221","453281"
"Yency Almonte","COL","7.95","3.33","2.39","1.48","19.8%","8.3%","11.5%",".273","1.48",".313","74.4%","90","104","112","4.44","4.74","-0.30","4.87","4.49","15068","622075"
"Reynaldo Lopez","- - -","7.60","3.41","2.23","1.38","19.4%","8.7%","10.7%",".255","1.38",".289","70.8%","106","106","119","4.67","4.74","-0.07","5.23","4.90","16400","625643"
"Evan Marshall","- - -","6.70","4.40","1.52","1.05","16.5%","10.8%","5.7%",".303","1.70",".349","71.6%","114","108","111","4.98","4.75","0.23","4.83","4.77","12297","605359"
"Jean Machi","- - -","6.30","3.56","1.77","1.23","16.0%","9.0%","6.9%",".253","1.40",".277","69.7%","119","123","113","4.66","4.75","-0.09","4.52","4.32","3220","466948"
"Dylan Bundy","BAL","8.84","3.01","2.94","1.67","23.0%","7.8%","15.1%",".255","1.33",".296","72.8%","106","104","104","4.69","4.75","-0.07","4.55","4.28","12917","605164"
"Rubby de la Rosa","ARI","7.87","3.17","2.48","1.53","20.3%","8.2%","12.1%",".251","1.34",".282","73.4%","110","119","102","4.59","4.75","-0.16","4.02","4.08","3862","523989"
"Silvino Bracho","ARI","9.44","3.35","2.82","1.62","24.2%","8.6%","15.6%",".241","1.31",".284","72.6%","108","114","112","4.67","4.75","-0.08","4.64","3.79","15051","611093"
"Erik Cordier","MIA","5.11","4.38","1.17","0.73","12.5%","10.7%","1.8%",".265","1.54",".293","64.5%","154","126","144","5.84","4.76","1.08","5.62","5.11","4086","449170"
"Mike Bolsinger","- - -","8.18","4.09","2.00","1.36","20.7%","10.3%","10.3%",".265","1.49",".311","72.6%","120","118","105","4.74","4.76","-0.01","4.28","4.38","11137","502211"
"Antonio Senzatela","COL","6.36","3.45","1.84","1.21","16.1%","8.7%","7.4%",".275","1.48",".306","67.5%","109","105","108","5.33","4.76","0.57","4.62","4.91","15488","622608"
"Matt Garza","MIL","6.24","3.40","1.83","1.26","15.5%","8.5%","7.1%",".278","1.51",".307","65.1%","123","114","115","5.10","4.76","0.35","4.70","4.86","3340","490063"
"Brandon Gomes","TBR","6.71","2.29","2.93","1.53","18.0%","6.1%","11.8%",".242","1.19",".260","76.3%","109","121","117","4.27","4.76","-0.49","4.73","4.04","2267","460156"
"Andrew Bailey","- - -","7.83","3.51","2.23","1.44","20.1%","9.0%","11.1%",".232","1.30",".259","65.7%","120","113","114","4.95","4.76","0.19","4.72","4.19","1368","457732"
"Shaun Anderson","SFG","6.56","3.56","1.84","1.22","16.4%","8.9%","7.5%",".287","1.55",".322","67.8%","128","113","112","5.44","4.77","0.67","4.95","5.31","19453","641312"
"Tom Wilhelmsen","- - -","7.02","4.01","1.75","1.20","17.8%","10.2%","7.6%",".269","1.49",".307","74.1%","111","113","115","4.68","4.77","-0.09","4.80","4.45","9975","452666"
"Wesley Wright","- - -","6.14","3.68","1.67","1.23","16.1%","9.7%","6.5%",".214","1.23",".227","65.8%","94","119","129","3.68","4.77","-1.09","5.21","4.75","5960","449079"
"Alex Cobb","- - -","6.25","2.36","2.65","1.48","16.2%","6.1%","10.1%",".274","1.36",".296","70.4%","111","110","101","4.72","4.77","-0.05","4.37","4.56","6562","502171"
"Dean Kiekhefer","- - -","5.63","3.00","1.88","1.13","13.4%","7.1%","6.3%",".304","1.63",".333","65.2%","156","117","119","6.38","4.77","1.60","4.95","4.54","10529","518883"
"Sal Romano","CIN","7.01","3.54","1.98","1.30","17.6%","8.9%","8.7%",".269","1.47",".302","67.8%","121","111","112","5.17","4.77","0.40","4.66","4.77","13690","607219"
"Jake Faria","- - -","8.08","4.02","2.01","1.32","20.9%","10.4%","10.5%",".245","1.38",".285","74.2%","108","114","113","4.54","4.77","-0.23","4.90","4.73","13699","607188"
"Stephen Tarpley","NYY","12.56","5.61","2.24","1.60","29.4%","13.1%","16.3%",".292","1.81",".405","73.3%","129","103","88","5.88","4.77","1.11","3.96","4.00","15859","605501"
"Tyler Chatwood","- - -","7.33","5.17","1.42","0.96","18.8%","13.2%","5.5%",".243","1.48",".285","73.6%","96","110","109","4.41","4.78","-0.37","4.57","4.99","4338","543022"
"Randy Wolf","DET","7.27","3.89","1.87","1.30","17.4%","9.3%","8.1%",".317","1.76",".366","61.8%","153","116","108","6.23","4.78","1.45","4.35","4.51","976","150116"
"Kolby Allard","- - -","6.08","3.88","1.57","1.01","14.1%","9.0%","5.1%",".310","1.76",".348","66.6%","129","106","122","6.08","4.78","1.29","5.42","5.55","18694","663465"
"Dakota Hudson","STL","6.91","4.63","1.49","0.98","17.7%","11.9%","5.8%",".235","1.40",".269","77.8%","78","112","105","3.25","4.78","-1.53","4.58","5.07","19206","641712"
"Leonel Campos","- - -","9.82","5.65","1.74","1.23","24.5%","14.1%","10.4%",".217","1.45",".269","66.7%","114","114","116","4.66","4.79","-0.12","4.88","4.40","12277","599998"
"Jose Ramirez","- - -","8.37","5.38","1.55","0.91","20.6%","13.2%","7.3%",".231","1.47",".280","66.8%","114","115","131","4.80","4.79","0.01","5.51","4.78","10171","542432"
"Caleb Smith","- - -","9.89","3.72","2.66","1.70","25.9%","9.7%","16.2%",".224","1.26",".264","73.6%","114","114","113","4.66","4.79","-0.14","4.87","4.44","14875","592761"
"Eric O'Flaherty","- - -","6.78","4.44","1.53","1.05","15.3%","10.1%","5.3%",".315","1.87",".361","56.9%","187","118","116","7.60","4.79","2.80","4.76","4.44","5746","447714"
"Kohl Stewart","MIN","4.94","3.77","1.31","0.87","12.7%","9.7%","3.0%",".265","1.44",".288","69.7%","107","109","117","4.79","4.80","0.00","5.11","5.21","15502","640464"
"Steven Brault","PIT","7.71","4.65","1.66","1.09","18.8%","11.3%","7.5%",".264","1.57",".310","69.9%","117","113","119","4.88","4.80","0.08","5.06","5.01","15291","643230"
"Drew VerHagen","DET","7.05","3.34","2.11","1.35","18.3%","8.7%","9.6%",".272","1.42",".307","70.8%","115","109","104","5.10","4.80","0.30","4.51","4.28","13424","572403"
"Matt Wisler","- - -","7.03","2.89","2.43","1.50","18.0%","7.4%","10.6%",".268","1.39",".297","69.0%","126","120","117","5.20","4.80","0.40","4.81","4.60","12804","605538"
"Tyler Webb","- - -","7.67","4.00","1.92","1.30","20.5%","10.7%","9.8%",".208","1.21",".232","70.0%","99","113","115","4.10","4.80","-0.70","4.95","4.67","14974","643778"
"Tom Koehler","- - -","7.13","4.02","1.77","1.24","18.1%","10.2%","7.9%",".259","1.45",".294","71.8%","117","121","117","4.62","4.81","-0.19","4.74","4.81","6570","543408"
"Cy Sneed","HOU","9.70","2.11","4.60","2.11","24.7%","5.4%","19.4%",".295","1.45",".350","75.0%","122","106","75","5.48","4.81","0.68","3.44","3.53","16106","605482"
"Chad Billingsley","PHI","3.65","1.95","1.88","1.22","9.1%","4.8%","4.2%",".340","1.65",".353","65.5%","150","120","123","5.84","4.81","1.03","4.77","5.04","5842","451532"
"Alex Young","ARI","7.67","2.92","2.63","1.51","20.3%","7.7%","12.6%",".226","1.19",".249","75.5%","80","111","105","3.56","4.81","-1.25","4.65","4.68","18333","622065"
