"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Roberto Hernandez","- - -","4.61","2.59","1.78","1.25","12.1%","6.8%","5.3%",".280","1.39",".293","66.5%","120","120","112","4.71","4.81","-0.10","4.53","4.68","3273","433584"
"Jared Walsh","LAA","9.00","10.80","0.83","0.00","21.7%","26.1%","-4.3%",".176","1.80",".250","88.9%","39","103","114","1.80","4.81","-3.01","5.21","6.54","18607","665120"
"Zach Eflin","PHI","6.83","2.45","2.79","1.55","17.6%","6.3%","11.3%",".267","1.34",".292","69.9%","111","110","110","4.73","4.82","-0.09","4.69","4.71","13774","621107"
"Cesar Vargas","SDP","7.41","3.97","1.87","1.32","18.2%","9.7%","8.4%",".297","1.65",".343","76.0%","124","118","104","5.03","4.82","0.21","4.28","4.54","14099","570714"
"Devin Williams","MIL","9.22","3.95","2.33","1.32","20.9%","9.0%","11.9%",".305","1.76",".372","73.3%","89","108","119","3.95","4.82","-0.87","5.25","4.52","15816","642207"
"Daniel Burawa","- - -","7.62","3.46","2.20","1.38","20.4%","9.3%","11.1%",".229","1.23",".257","56.3%","157","125","102","6.23","4.83","1.40","3.96","3.63","11397","592181"
"Matt Carasiti","- - -","9.59","5.68","1.69","1.07","21.4%","12.7%","8.7%",".336","2.05",".429","63.0%","158","109","126","7.46","4.83","2.63","5.40","4.72","13276","571539"
"Caleb Frare","CHW","11.17","7.45","1.50","0.93","26.7%","17.8%","8.9%",".222","1.66",".304","64.1%","149","107","126","6.52","4.83","1.69","5.50","4.90","14353","621350"
"Jim Henderson","NYM","10.29","3.60","2.86","1.80","25.8%","9.0%","16.8%",".252","1.40",".304","82.5%","112","119","115","4.37","4.83","-0.46","4.75","3.79","6653","449104"
"Aaron Harang","PHI","5.64","2.66","2.12","1.36","14.4%","6.8%","7.6%",".274","1.39",".293","69.7%","125","121","128","4.86","4.83","0.02","4.99","4.87","1451","421685"
"Justin Nicolino","MIA","3.84","2.68","1.43","1.07","9.8%","6.8%","3.0%",".289","1.46",".300","71.1%","118","122","125","4.65","4.84","-0.19","5.12","5.35","11754","592593"
"Zach Neal","- - -","3.89","0.74","5.29","1.58","10.5%","2.0%","8.5%",".271","1.17",".268","65.0%","119","116","106","4.94","4.84","0.10","4.52","4.45","11294","594943"
"Vidal Nuno","- - -","8.02","2.44","3.28","1.75","20.9%","6.4%","14.5%",".264","1.32",".296","85.1%","95","117","105","3.82","4.84","-1.02","4.38","3.84","9674","573064"
"David Paulino","- - -","8.86","2.53","3.50","1.90","22.7%","6.5%","16.2%",".279","1.41",".322","70.2%","131","113","105","5.48","4.84","0.64","4.55","4.08","17418","600944"
"Henderson Alvarez","- - -","3.65","4.38","0.83","0.73","8.9%","10.7%","-1.8%",".278","1.62",".293","62.7%","142","118","128","5.59","4.85","0.75","5.25","5.65","5669","506693"
"Williams Perez","ATL","5.28","3.49","1.52","1.06","13.4%","8.8%","4.6%",".279","1.49",".304","68.2%","130","126","120","5.18","4.85","0.33","4.75","4.84","11592","554234"
"Kazuhisa Makita","SDP","9.51","3.09","3.08","1.80","24.8%","8.1%","16.8%",".237","1.26",".275","63.5%","138","120","99","5.40","4.85","0.55","4.04","3.71","19757","628318"
"Buck Farmer","DET","8.13","4.31","1.89","1.31","20.3%","10.8%","9.5%",".263","1.51",".309","70.5%","117","112","115","5.09","4.85","0.24","4.93","4.60","14814","571656"
"Kyle McGrath","SDP","7.83","3.52","2.22","1.57","21.5%","9.7%","11.8%",".202","1.13",".217","88.2%","76","116","122","3.13","4.85","-1.72","5.19","4.52","16793","657681"
"Bo Schultz","TOR","6.22","2.58","2.41","1.52","17.0%","7.1%","10.0%",".220","1.11",".227","71.7%","100","118","101","4.10","4.86","-0.76","4.13","3.91","5028","544759"
"JC Ramirez","- - -","6.40","3.06","2.09","1.36","16.7%","8.0%","8.7%",".259","1.35",".283","73.4%","106","113","106","4.46","4.86","-0.40","4.53","4.51","8302","500724"
"Tyler Mahle","CIN","8.70","3.37","2.58","1.62","21.9%","8.5%","13.4%",".268","1.44",".313","72.3%","112","111","102","4.88","4.86","0.02","4.32","4.44","16358","641816"
"David Aardsma","ATL","10.27","4.11","2.50","1.76","27.1%","10.9%","16.3%",".219","1.27",".260","72.8%","121","129","108","4.70","4.86","-0.17","4.20","3.50","1902","430911"
"Brian Johnson","BOS","7.47","3.84","1.95","1.42","18.5%","9.5%","9.0%",".277","1.55",".315","74.9%","104","113","119","4.74","4.86","-0.13","5.19","4.88","14272","598271"
"Josh Tomlin","- - -","6.47","1.04","6.25","1.88","17.3%","2.8%","14.5%",".270","1.20",".283","73.5%","102","113","102","4.51","4.86","-0.35","4.36","4.25","9388","458708"
"Yovani Gallardo","- - -","6.11","4.03","1.52","1.18","15.4%","10.2%","5.3%",".272","1.52",".300","71.0%","116","114","117","4.97","4.87","0.10","4.91","5.11","8173","451596"
"Framber Valdez","HOU","8.53","5.68","1.50","1.00","21.1%","14.1%","7.0%",".236","1.52",".287","71.5%","104","110","96","4.60","4.87","-0.27","4.30","4.67","17295","664285"
"Harrison Musgrave","COL","7.24","4.77","1.52","1.15","19.0%","12.5%","6.5%",".223","1.35",".252","73.6%","95","113","129","4.45","4.87","-0.43","5.32","4.96","16532","643466"
"Carlos Ramirez","- - -","6.84","4.32","1.58","1.08","20.0%","12.6%","7.4%",".111","0.84",".102","79.8%","67","112","117","2.88","4.88","-2.00","5.08","4.79","11743","570702"
"Dario Alvarez","- - -","11.57","4.24","2.73","1.74","28.0%","10.3%","17.8%",".280","1.59",".368","75.7%","112","115","104","4.82","4.89","-0.06","4.39","3.51","14239","516714"
"Jason Garcia","BAL","6.67","5.16","1.29","0.91","16.7%","12.9%","3.8%",".221","1.42",".250","62.8%","105","117","128","4.25","4.89","-0.64","5.16","4.84","12143","592329"
"Justin Masterson","BOS","7.43","4.10","1.81","1.06","17.9%","9.9%","8.1%",".288","1.60",".339","70.4%","135","123","117","5.61","4.89","0.73","4.72","4.36","2038","475416"
"Yoan Lopez","ARI","6.85","2.33","2.94","1.68","18.9%","6.4%","12.5%",".224","1.11",".234","79.9%","76","114","96","3.36","4.89","-1.53","4.24","4.29","17181","661255"
"Merandy Gonzalez","MIA","7.77","3.27","2.38","1.64","18.4%","7.8%","10.7%",".326","1.77",".375","74.9%","150","124","110","5.73","4.89","0.84","4.48","4.34","17313","642571"
"Robert Stephenson","CIN","9.50","4.91","1.94","1.45","23.8%","12.3%","11.5%",".238","1.46",".287","70.1%","112","111","114","4.91","4.89","0.02","4.89","4.62","13594","596112"
"Michael Tonkin","MIN","9.54","3.49","2.73","1.78","24.1%","8.8%","15.3%",".267","1.45",".317","73.2%","110","114","98","4.73","4.90","-0.16","4.16","3.68","10315","543859"
"Chris Withrow","ATL","6.69","4.06","1.65","1.19","17.7%","10.8%","7.0%",".209","1.22",".226","78.0%","86","122","120","3.58","4.90","-1.31","4.99","4.65","7161","519437"
"David Goforth","MIL","8.17","3.22","2.54","1.73","19.4%","7.6%","11.8%",".318","1.73",".368","67.7%","145","120","100","5.94","4.90","1.05","3.98","3.74","12166","592341"
"Tanner Scheppers","TEX","7.41","5.12","1.45","1.06","18.1%","12.5%","5.6%",".240","1.51",".276","67.0%","128","118","128","5.47","4.90","0.57","5.23","4.73","10267","489294"
"Jon Niese","- - -","6.08","3.08","1.97","1.36","15.3%","7.8%","7.5%",".280","1.47",".305","72.4%","121","123","107","4.69","4.90","-0.22","4.26","4.43","4424","477003"
"Tom Gorzelanny","- - -","8.50","5.95","1.43","1.06","20.1%","14.1%","6.0%",".290","1.82",".355","61.1%","169","119","126","7.02","4.91","2.11","5.09","4.66","6244","452733"
"Jacob Waguespack","TOR","7.27","3.35","2.17","1.38","18.8%","8.7%","10.1%",".249","1.33",".279","71.6%","96","106","114","4.38","4.91","-0.52","5.20","5.05","18318","621097"
"Jason Hursh","ATL","6.00","5.25","1.14","0.75","13.8%","12.1%","1.7%",".340","2.00",".390","59.3%","192","116","113","8.25","4.91","3.34","4.86","4.60","14914","592422"
"Ashur Tolliver","- - -","9.31","6.52","1.43","0.93","22.7%","15.9%","6.8%",".250","1.66",".320","70.5%","110","113","119","4.66","4.91","-0.26","5.15","4.92","10044","572208"
"Sean Burnett","WSN","4.76","1.59","3.00","1.59","13.6%","4.5%","9.1%",".238","1.06",".235","87.0%","75","118","92","3.18","4.91","-1.73","3.79","4.22","1886","430634"
"Jarlin Garcia","MIA","6.41","3.23","1.98","1.38","17.1%","8.6%","8.5%",".227","1.22",".242","73.6%","107","121","117","4.29","4.92","-0.63","4.97","4.75","18282","606424"
"Craig Breslow","- - -","5.98","3.23","1.85","1.34","15.1%","8.2%","7.0%",".287","1.50",".313","74.2%","106","120","128","4.49","4.93","-0.44","5.31","4.76","4363","444520"
"Nick Gardewine","TEX","4.85","4.85","1.00","0.69","11.1%","11.1%","0.0%",".309","1.85",".340","63.6%","102","109","127","4.85","4.93","-0.08","5.50","5.60","16513","643320"
"Bobby Wahl","- - -","10.38","5.54","1.88","1.38","23.1%","12.3%","10.8%",".304","1.92",".385","69.0%","175","121","128","6.92","4.93","2.00","5.44","4.64","14832","592833"
"Chris O'Grady","MIA","8.55","4.95","1.73","1.35","21.5%","12.4%","9.0%",".260","1.55",".309","76.9%","117","119","121","4.73","4.93","-0.21","5.17","4.94","13818","622217"
"Andrew Albers","- - -","8.01","2.67","3.00","1.78","19.7%","6.6%","13.1%",".280","1.47",".314","70.1%","98","115","102","4.15","4.93","-0.78","4.43","4.26","7853","452027"
"Jarred Cosart","- - -","5.97","5.44","1.10","0.84","14.7%","13.4%","1.3%",".258","1.60",".291","68.5%","130","125","121","5.14","4.93","0.20","4.92","5.28","10304","543054"
"Gonzalez Germen","- - -","7.37","5.79","1.27","1.02","18.2%","14.2%","3.9%",".268","1.68",".315","74.1%","106","116","127","4.88","4.94","-0.06","5.10","5.00","5876","542674"
"David Rollins","SEA","7.08","3.93","1.80","1.31","16.4%","9.1%","7.3%",".331","1.86",".379","62.7%","195","122","116","7.60","4.94","2.66","4.75","4.41","11928","543716"
"Zach Plesac","CLE","6.85","3.11","2.20","1.48","18.5%","8.4%","10.1%",".236","1.23",".255","78.5%","82","109","110","3.81","4.94","-1.13","5.06","5.13","19979","668676"
"Drew Smyly","- - -","9.20","3.13","2.94","1.90","23.8%","8.1%","15.7%",".256","1.35",".295","72.5%","115","115","105","4.98","4.95","0.03","4.54","4.21","11760","592767"
"Jake Barrett","- - -","8.54","4.36","1.96","1.48","21.9%","11.2%","10.7%",".238","1.39",".275","73.5%","100","116","113","4.45","4.95","-0.49","4.74","4.31","13322","545332"
"Drew Hutchison","- - -","7.55","3.19","2.36","1.53","18.8%","8.0%","10.9%",".294","1.54",".335","67.3%","139","119","111","5.76","4.95","0.81","4.55","4.37","10732","571800"
"Sam Gaviglio","- - -","7.42","2.64","2.81","1.69","19.3%","6.9%","12.5%",".260","1.32",".286","71.3%","111","113","100","4.84","4.95","-0.11","4.37","4.30","12778","543208"
"Connor Sadzeck","- - -","9.27","7.09","1.31","0.82","22.4%","17.1%","5.3%",".195","1.52",".244","84.0%","49","111","127","2.18","4.96","-2.77","5.66","5.41","13483","592712"
"Murphy Smith","TOR","0.00","2.70","0.00","0.00","0.0%","6.3%","-6.3%",".357","1.80",".357","57.1%","188","116","163","8.10","4.96","3.14","6.94","6.37","9812","573166"
"Wily Peralta","- - -","6.45","3.76","1.71","1.32","16.2%","9.5%","6.8%",".293","1.58",".327","70.9%","124","118","112","5.28","4.97","0.31","4.65","4.79","7738","503449"
"Austin Davis","PHI","10.08","4.23","2.38","1.63","24.9%","10.4%","14.5%",".261","1.50",".322","71.6%","120","114","105","5.04","4.97","0.07","4.46","4.00","17117","656354"
"Kevin Jepsen","- - -","6.75","3.90","1.73","1.39","17.4%","10.1%","7.3%",".245","1.38",".268","75.8%","97","119","115","4.10","4.97","-0.87","4.78","4.53","6475","448178"
"Luis Cessa","NYY","7.37","2.91","2.53","1.63","19.3%","7.6%","11.7%",".251","1.30",".276","73.2%","103","111","102","4.50","4.98","-0.48","4.48","4.34","13345","570666"
"Radhames Liz","PIT","10.41","4.63","2.25","1.54","25.5%","11.3%","14.2%",".286","1.63",".367","84.7%","111","130","102","4.24","4.98","-0.73","3.95","3.60","5843","467785"
"Dustin McGowan","- - -","7.93","4.29","1.85","1.45","20.4%","11.0%","9.4%",".241","1.40",".274","74.6%","106","121","105","4.29","4.98","-0.69","4.37","4.27","8600","430661"
"Michael Blazek","- - -","7.32","4.15","1.76","1.38","18.5%","10.5%","8.0%",".255","1.45",".286","73.5%","103","119","121","4.31","4.98","-0.67","4.95","4.51","9654","518468"
"Matt Stites","ARI","6.23","5.19","1.20","1.04","13.6%","11.4%","2.3%",".359","2.19",".406","28.4%","303","126","138","12.46","4.98","7.48","5.35","5.04","12165","592781"
"Dillon Gee","- - -","6.52","2.65","2.46","1.56","16.4%","6.7%","9.7%",".292","1.49",".321","75.4%","111","119","112","4.63","4.98","-0.36","4.73","4.52","7396","518716"
"Daniel Wright","- - -","4.85","2.43","2.00","1.21","12.1%","6.1%","6.1%",".324","1.58",".348","63.5%","134","117","127","5.61","4.99","0.63","5.44","5.21","15179","642229"
"Duane Underwood Jr.","CHC","9.19","3.45","2.67","1.72","23.9%","9.0%","14.9%",".250","1.34",".293","78.7%","105","117","94","4.60","4.99","-0.39","4.06","3.98","14677","621249"
"Casey Fien","- - -","6.75","1.88","3.58","1.88","17.6%","4.9%","12.7%",".278","1.33",".297","72.0%","125","120","106","5.18","4.99","0.19","4.39","3.98","3926","502272"
"Tyler Beede","SFG","8.81","3.90","2.26","1.59","21.7%","9.6%","12.1%",".270","1.52",".318","72.0%","125","119","107","5.27","4.99","0.28","4.69","4.77","16981","595881"
"Chasen Bradford","- - -","6.58","2.68","2.45","1.56","17.2%","7.0%","10.2%",".251","1.28",".268","78.9%","94","117","107","3.89","5.00","-1.10","4.62","4.25","12452","607473"
"Henry Owens","BOS","7.52","4.66","1.61","1.27","18.9%","11.7%","7.2%",".260","1.52",".299","69.7%","122","124","130","5.19","5.00","0.19","5.34","5.02","13143","596064"
"Neal Cotts","- - -","8.24","3.13","2.64","1.71","21.6%","8.2%","13.4%",".239","1.26",".266","86.3%","85","124","110","3.41","5.00","-1.59","4.30","3.71","1797","425840"
"Ben Taylor","- - -","10.03","3.86","2.60","1.93","24.8%","9.5%","15.2%",".274","1.54",".328","75.9%","119","116","106","5.40","5.00","0.40","4.62","3.94","18114","664701"
"Wandy Peralta","- - -","7.17","4.47","1.60","1.26","17.8%","11.1%","6.7%",".263","1.53",".298","71.6%","113","114","113","4.93","5.01","-0.08","4.78","4.68","14295","593974"
"Matt Marksberry","ATL","7.76","5.74","1.35","1.01","18.4%","13.6%","4.8%",".255","1.65",".300","67.0%","129","131","141","5.06","5.01","0.05","5.53","4.85","15089","621408"
"Miguel Castro","- - -","6.83","4.67","1.46","1.18","17.5%","12.0%","5.5%",".235","1.41",".262","73.1%","96","110","117","4.32","5.01","-0.69","5.07","4.94","15684","612434"
"Chad Sobotka","ATL","12.25","5.82","2.11","1.66","30.7%","14.6%","16.1%",".205","1.41",".266","73.9%","108","117","98","4.78","5.02","-0.24","4.23","4.07","17470","656977"
"Chasen Shreve","- - -","10.30","4.66","2.21","1.74","26.2%","11.8%","14.4%",".230","1.40",".276","82.7%","93","117","103","3.90","5.02","-1.12","4.31","3.83","10855","592741"
"Chris Tillman","BAL","6.51","3.84","1.70","1.34","16.5%","9.7%","6.8%",".273","1.50",".303","69.0%","128","115","117","5.42","5.02","0.40","4.93","5.00","5279","501957"
"Josh Collmenter","- - -","5.72","2.31","2.48","1.61","15.0%","6.1%","9.0%",".274","1.34",".288","77.8%","101","125","119","4.27","5.02","-0.76","4.73","4.57","7312","518567"
"A.J. Cole","- - -","9.36","3.72","2.51","1.81","23.2%","9.2%","14.0%",".267","1.49",".314","70.8%","113","117","112","4.86","5.03","-0.16","4.77","4.23","11467","595918"
"Ben Lively","- - -","6.00","2.93","2.05","1.35","15.3%","7.5%","7.8%",".283","1.44",".309","73.7%","112","115","129","4.80","5.03","-0.23","5.50","5.15","14932","594902"
"Lucas Sims","- - -","9.05","4.26","2.13","1.55","23.0%","10.8%","12.2%",".247","1.42",".291","69.7%","124","116","117","5.49","5.03","0.47","5.06","4.60","13470","608371"
"Cody Ege","- - -","8.49","3.86","2.20","1.54","20.0%","9.1%","10.9%",".327","1.80",".389","88.5%","97","122","107","3.86","5.03","-1.18","4.52","4.12","15928","643297"
"Gabriel Moya","MIN","7.59","3.16","2.40","1.69","19.5%","8.1%","11.4%",".237","1.29",".256","75.9%","107","118","113","4.64","5.04","-0.39","4.80","4.30","16348","622382"
"Mike Pelfrey","- - -","4.93","3.41","1.44","1.14","12.3%","8.5%","3.8%",".299","1.58",".322","70.1%","119","118","118","4.99","5.04","-0.04","4.98","5.07","5203","460059"
"Luis Santos","TOR","9.82","3.44","2.86","1.96","25.2%","8.8%","16.4%",".285","1.50",".344","78.1%","119","116","103","5.15","5.04","0.11","4.45","3.78","15006","608601"
"Tyler Kinley","- - -","8.80","6.56","1.34","1.04","21.2%","15.8%","5.4%",".250","1.69",".307","73.2%","126","118","129","5.22","5.04","0.18","5.64","5.38","18297","641755"
"Pat Venditte","- - -","7.01","3.71","1.89","1.32","17.8%","9.4%","8.4%",".233","1.31",".256","65.9%","125","123","131","5.03","5.04","-0.01","5.44","4.56","7108","519381"
"Taylor Hill","WSN","6.75","3.00","2.25","1.50","17.6%","7.8%","9.8%",".304","1.50",".343","86.4%","95","131","100","3.75","5.05","-1.30","3.87","3.67","12515","592398"
"Colton Murray","PHI","9.15","3.43","2.67","1.83","22.3%","8.4%","14.0%",".278","1.53",".325","68.9%","151","121","97","6.18","5.05","1.13","3.98","3.75","12264","605396"
"Tommy Milone","- - -","6.91","2.25","3.07","1.83","17.9%","5.8%","12.1%",".269","1.33",".288","68.4%","120","118","106","5.08","5.06","0.03","4.54","4.42","7608","543548"
"Cole Irvin","PHI","6.70","2.81","2.38","1.51","17.1%","7.2%","9.9%",".273","1.39",".299","64.5%","131","111","113","5.83","5.06","0.77","5.03","4.95","19244","608344"
"Andre Rienzo","MIA","6.86","5.95","1.15","0.92","16.9%","14.6%","2.2%",".227","1.53",".259","60.3%","157","134","135","5.95","5.07","0.88","5.24","5.03","3507","516589"
"Alexi Ogando","- - -","7.60","4.94","1.54","1.28","19.2%","12.5%","6.7%",".248","1.49",".284","77.6%","99","127","120","4.12","5.07","-0.95","4.91","4.60","10261","468396"
"Pete Fairbanks","- - -","12.00","4.29","2.80","2.14","28.3%","10.1%","18.2%",".281","1.67",".357","53.6%","145","110","81","6.86","5.07","1.79","3.68","3.78","17998","664126"
"Ariel Jurado","TEX","5.24","2.75","1.91","1.42","13.2%","6.9%","6.3%",".296","1.51",".314","61.0%","119","109","112","5.85","5.07","0.77","5.01","5.16","17030","642558"
"Eduardo Paredes","LAA","7.08","2.88","2.46","1.55","18.0%","7.3%","10.7%",".286","1.45",".320","71.4%","130","117","112","5.53","5.08","0.46","4.86","4.29","16344","622161"
"Casey Lawrence","- - -","7.55","4.00","1.89","1.49","17.8%","9.5%","8.4%",".316","1.78",".364","66.5%","158","118","110","6.64","5.08","1.56","4.76","4.55","11121","596271"
"Tayron Guerrero","- - -","9.42","5.69","1.66","1.27","22.5%","13.6%","8.9%",".261","1.66",".323","67.1%","145","123","120","5.77","5.08","0.69","5.10","4.69","11691","594027"
"Samuel Deduno","HOU","7.29","3.86","1.89","1.29","17.7%","9.4%","8.3%",".286","1.57",".328","62.9%","177","127","111","6.86","5.09","1.77","4.49","4.22","5285","465679"
"Corbin Burnes","MIL","10.86","3.21","3.39","2.17","27.1%","8.0%","19.1%",".275","1.47",".335","66.9%","140","118","83","6.10","5.09","1.02","3.54","3.52","19361","669203"
"Cody Reed","CIN","8.56","4.24","2.02","1.57","20.9%","10.3%","10.5%",".279","1.60",".327","67.7%","128","119","98","5.42","5.09","0.32","4.09","4.18","15232","642003"
"Jorge Lopez","- - -","7.46","3.33","2.24","1.57","18.7%","8.4%","10.4%",".284","1.51",".322","66.2%","129","116","108","5.89","5.10","0.79","4.76","4.68","14527","605347"
"Daniel Webb","CHW","7.26","6.68","1.09","0.87","16.0%","14.7%","1.3%",".326","2.13",".385","65.3%","153","124","129","6.10","5.10","1.00","5.22","5.04","10558","543900"
"Ben Heller","NYY","8.53","4.62","1.85","1.42","21.6%","11.7%","9.9%",".229","1.38",".265","95.5%","58","114","117","2.49","5.11","-2.62","5.08","4.53","15100","621294"
