"Name","Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+","playerid","mlbamid"
"Orlando Calixte","SFG","55","5.5%","29.1%","0.19",".143",".185",".163",".348",".020","5.6",".200","0.2","0.2","0.2","-1","-7.5",".159","-8","11905","593525"
"Tanner Roark","- - -","237","3.0%","33.3%","0.09",".138",".170",".186",".355",".048","2.1",".215","","","-0.1","-3","-31.8",".159","-13","8753","543699"
"Ali Sanchez","NYM","10","10.0%","30.0%","0.33",".111",".200",".111",".311",".000","0.1",".167","0.1","-0.6","0.0","0","-1.4",".158","-2","18551","645305"
"Bryse Wilson","ATL","11","0.0%","54.5%","0.00",".182",".182",".182",".364",".000","0.1",".400","","","0.0","0","-1.5",".158","-10","19990","669060"
"Braden Bishop","SEA","94","5.3%","33.0%","0.16",".128",".185",".151",".336",".023","3.8",".200","0.1","0.3","0.2","-1","-13.1",".158","-5","17806","623323"
"Brock Stewart","- - -","20","0.0%","55.0%","0.00",".158",".158",".211",".368",".053","1.6",".375","","","0.0","0","-2.6",".156","-6","16727","592779"
"Sonny Gray","- - -","65","3.1%","30.8%","0.10",".140",".173",".180",".353",".040","4.8",".233","","","0.0","-1","-9.1",".156","-15","12768","543243"
"Robbie Ray","- - -","225","1.8%","44.9%","0.04",".150",".166",".190",".356",".040","1.4",".293","","","-0.1","-4","-30.7",".156","-15","11486","592662"
"Logan Webb","SFG","11","9.1%","18.2%","0.50",".111",".200",".111",".311",".000","0.1",".143","","","0.0","0","-1.6",".156","-9","17995","657277"
"Cole Figueroa","PIT","27","3.7%","7.4%","0.50",".154",".185",".154",".339",".000","3.9",".167","-0.8","0.3","0.2","0","-3.6",".156","-11","8790","502676"
"Jeremy Hellickson","- - -","153","5.9%","32.7%","0.18",".117",".175",".156",".331",".039","2.8",".192","","","0.0","-2","-20.7",".154","-13","4371","476451"
"Miles Mikolas","STL","133","1.5%","45.1%","0.03",".139",".152",".205",".357",".066","0.6",".246","","","0.0","-2","-18.2",".154","-8","9803","571945"
"Edinson Volquez","- - -","35","2.9%","40.0%","0.07",".161",".182",".161",".343",".000","0.1",".278","","","0.0","-1","-4.8",".154","-8","3990","450172"
"Mike Leake","- - -","138","5.1%","35.5%","0.14",".132",".180",".149",".328",".017","0.9",".222","","","0.0","-3","-19.3",".153","-12","10130","502190"
"Julio Teheran","- - -","247","1.2%","26.3%","0.05",".154",".168",".179",".347",".025","0.8",".217","","","-0.1","-4","-34.0",".153","-14","6797","527054"
"Kenta Maeda","- - -","211","0.5%","19.4%","0.02",".153",".158",".193",".351",".040","1.6",".194","","","-0.1","-4","-29.1",".152","-11","18498","628317"
"Cole Hamels","- - -","84","2.4%","34.5%","0.07",".128",".159",".179",".338",".051","0.1",".184","","","0.0","-2","-11.9",".150","-15","4972","430935"
"Clayton Richard","- - -","140","2.9%","45.7%","0.06",".103",".154",".172",".327",".069","0.9",".200","","","0.0","-3","-19.6",".150","-13","3551","453385"
"Robbie Erlin","- - -","37","2.7%","37.8%","0.07",".152",".176",".152",".328",".000","0.6",".263","","","0.0","-1","-4.9",".150","-5","10354","572362"
"Zach Eflin","PHI","147","0.0%","53.7%","0.00",".152",".152",".196",".348",".043","2.0",".345","","","0.0","-3","-21.0",".149","-18","13774","621107"
"Nick Kingham","- - -","33","9.1%","42.4%","0.21",".069",".182",".103",".285",".034","0.8",".133","","","0.0","-1","-4.6",".149","-14","11694","592468"
"Junior Guerra","- - -","104","0.0%","30.8%","0.00",".146",".146",".202",".348",".056","1.4",".228","","","0.0","-2","-14.7",".149","-15","5702","448855"
"Rafael Bautista","WSN","33","6.1%","18.2%","0.33",".129",".182",".129",".311",".000","2.6",".160","-0.2","-0.2","0.0","-1","-4.7",".148","-17","15769","622441"
"Deck McGuire","- - -","6","0.0%","33.3%","0.00",".167",".167",".167",".333",".000","0.1",".250","","","0.0","0","-0.9",".147","-3","11596","592547"
"David Phelps","- - -","14","0.0%","28.6%","0.00",".167",".167",".167",".333",".000","0.1",".250","","","0.0","0","-2.0",".146","-12","6316","475479"
"Justin Verlander","- - -","18","0.0%","50.0%","0.00",".167",".167",".167",".333",".000","1.6",".333","","","0.0","0","-2.6",".146","-16","8700","434378"
"Rob Zastryzny","CHC","6","0.0%","33.3%","0.00",".167",".167",".167",".333",".000","0.1",".250","","","0.0","0","-0.9",".146","-12","15094","642239"
"Adam Morgan","PHI","39","5.1%","30.8%","0.17",".118",".167",".147",".314",".029","0.6",".182","","","0.0","-1","-5.6",".146","-21","12580","605388"
"Walker Buehler","LAD","113","5.3%","47.8%","0.11",".118",".167",".147",".314",".029","1.4",".234","","","0.0","-3","-16.5",".146","-15","19374","621111"
"Kean Wong","- - -","18","0.0%","33.3%","0.00",".167",".167",".167",".333",".000","4.6",".250","0.1","0.1","-0.4","0","-2.7",".145","-12","15994","642221"
"Tim Adleman","CIN","55","0.0%","38.2%","0.00",".140",".140",".200",".340",".060","1.3",".241","","","0.0","-1","-8.1",".145","-23","10968","534947"
"Jon Moscot","CIN","7","0.0%","42.9%","0.00",".000",".200",".000",".200",".000","0.1",".000","","","0.0","0","-1.0",".144","-23","13849","621209"
"Alex Mejia","STL","49","4.1%","26.5%","0.15",".109",".146",".174",".320",".065","2.6",".125","0.4","-0.3","0.0","-1","-7.3",".143","-18","13877","622270"
"Cedric Hunter","PHI","36","5.6%","16.7%","0.33",".088",".139",".176",".315",".088","2.6",".074","0.0","-0.2","0.0","-1","-5.2",".143","-21","2833","501986"
"Alfredo Simon","CIN","19","5.3%","36.8%","0.14",".071",".188",".071",".259",".000","0.1",".143","","","0.0","-1","-2.7",".143","-23","2155","430580"
"Sean Manaea","OAK","12","8.3%","25.0%","0.33",".100",".182",".100",".282",".000","0.1",".143","","","0.0","0","-1.7",".143","-13","15873","640455"
"Juniel Querecuto","TBR","11","0.0%","54.5%","0.00",".091",".091",".273",".364",".182","5.1",".200","0.0","0.0","0.0","0","-1.6",".143","-20","12140","578570"
"Chris Archer","- - -","74","5.4%","41.9%","0.13",".119",".169",".134",".303",".015","1.1",".222","","","0.0","-2","-11.0",".143","-19","6345","502042"
"Zach Davies","- - -","204","4.4%","34.3%","0.13",".119",".164",".143",".307",".024","2.1",".204","","","-0.1","-5","-30.2",".142","-23","13183","605200"
"Daniel Norris","DET","11","9.1%","36.4%","0.25",".100",".182",".100",".282",".000","2.6",".167","","","0.0","0","-1.6",".142","-19","13475","596057"
"Matt Cain","SFG","62","0.0%","59.7%","0.00",".119",".119",".220",".339",".102","0.6",".286","","","0.0","-2","-9.2",".142","-19","4732","430912"
"Ervin Santana","- - -","16","0.0%","37.5%","0.00",".133",".133",".200",".333",".067","2.6",".222","","","0.0","-1","-2.5",".141","-23","3200","429722"
"Mike Montgomery","- - -","82","1.2%","46.3%","0.03",".130",".141",".182",".323",".052","2.6",".237","","","0.0","-2","-11.9",".140","-21","4869","543557"
"Colin Rea","- - -","39","5.1%","41.0%","0.13",".121",".171",".121",".293",".000","2.6",".235","","","0.0","-1","-5.9",".140","-23","12317","607067"
"Kyle Freeland","COL","158","3.8%","53.8%","0.07",".114",".151",".157",".308",".043","1.9",".278","","","0.0","-4","-23.5",".139","-36","16256","607536"
"Jesus Sanchez","MIA","29","13.8%","37.9%","0.36",".040",".172",".080",".252",".040","0.8",".071","0.0","0.0","0.0","-1","-4.4",".139","-18","19913","660821"
"Kevin Kaczmarski","NYM","5","20.0%","20.0%","1.00",".000",".200",".000",".200",".000","2.5",".000","0.0","0.0","-0.4","0","-0.7",".138","-17","18146","664842"
"Rocky Gale","- - -","27","0.0%","37.0%","0.00",".111",".111",".222",".333",".111","2.6",".125","-0.1","-0.2","0.0","-1","-4.2",".138","-21","10533","502570"
"Jhan Marinez","- - -","9","0.0%","55.6%","0.00",".111",".111",".222",".333",".111","0.1",".250","","","0.0","0","-1.4",".137","-16","5830","501697"
"Jon Niese","- - -","34","5.9%","41.2%","0.14",".100",".156",".133",".290",".033","0.8",".188","","","0.0","-1","-5.2",".137","-26","4424","477003"
"Alex Jackson","ATL","22","4.5%","40.9%","0.11",".100",".182",".150",".332",".050","0.1",".182","-0.3","-0.5","0.0","-1","-3.6",".135","-29","17276","656577"
"Bronson Arroyo","CIN","29","0.0%","34.5%","0.00",".154",".154",".154",".308",".000","0.1",".250","","","0.0","-1","-4.6",".135","-29","978","276520"
"Sherten Apostel","TEX","21","4.8%","42.9%","0.11",".100",".143",".150",".293",".050","1.6",".182","0.2","0.0","0.0","-1","-3.3",".134","-25","21794","665947"
"Tyler Anderson","- - -","143","5.6%","44.8%","0.13",".093",".157",".119",".276",".025","2.6",".189","","","0.0","-5","-22.0",".134","-42","12880","542881"
"John Lackey","CHC","130","3.8%","41.5%","0.09",".112",".149",".138",".287",".026","2.1",".210","","","-0.3","-5","-20.3",".132","-29","1507","407793"
"Derek Hill","DET","12","8.3%","50.0%","0.17",".091",".167",".091",".258",".000","2.6",".200","0.0","-0.2","0.0","0","-1.9",".132","-26","16947","656537"
"Jeff Samardzija","SFG","203","0.5%","43.8%","0.01",".122",".126",".186",".312",".064","1.4",".220","","","0.0","-8","-32.2",".132","-25","3254","502188"
"Trevor Williams","PIT","145","5.5%","33.1%","0.17",".107",".163",".107",".270",".000","1.6",".178","","","0.0","-5","-22.8",".131","-27","16977","592866"
"Jerad Eickhoff","PHI","116","1.7%","28.4%","0.06",".121",".138",".159",".296",".037","2.4",".176","","","0.0","-5","-18.6",".131","-31","12664","595191"
"Marcus Stroman","- - -","41","0.0%","43.9%","0.00",".105",".105",".211",".316",".105","2.6",".158","","","0.0","-2","-6.9",".131","-26","13431","573186"
"Tyler Mahle","CIN","83","3.6%","37.3%","0.10",".100",".149",".129",".277",".029","2.6",".179","","","0.0","-3","-13.3",".130","-33","16358","641816"
"Adam Conley","MIA","80","3.8%","45.0%","0.08",".121",".157",".121",".278",".000","2.6",".258","","","0.0","-3","-12.5",".130","-25","14457","543045"
"Tyler Beede","SFG","45","6.7%","55.6%","0.12",".100",".163",".100",".263",".000","1.3",".267","","","0.0","-2","-7.4",".129","-26","16981","595881"
"R.A. Dickey","- - -","69","0.0%","18.8%","0.00",".145",".145",".145",".290",".000","0.1",".184","","","0.0","-3","-11.3",".127","-34","1245","285079"
"Mike Gerber","- - -","73","8.2%","49.3%","0.17",".076",".151",".106",".257",".030","0.7",".161","-0.3","0.2","0.0","-3","-11.6",".127","-31","16115","595222"
"Dan Butler","BOS","7","0.0%","28.6%","0.00",".167",".143",".167",".310",".000","0.1",".200","0.0","0.1","0.0","0","-1.1",".126","-36","9968","576788"
"Brian Johnson","BOS","7","0.0%","28.6%","0.00",".143",".143",".143",".286",".000","2.6",".200","","","0.0","0","-1.1",".126","-26","14272","598271"
"Darin Mastroianni","MIN","11","18.2%","36.4%","0.50",".000",".182",".000",".182",".000","7.5",".000","0.2","0.1","0.2","0","-1.7",".126","-36","7316","518991"
"Nathan Eovaldi","- - -","19","10.5%","63.2%","0.17",".063",".167",".063",".229",".000","2.6",".250","","","0.0","-1","-3.0",".126","-31","9132","543135"
"Brett Oberholtzer","- - -","7","0.0%","28.6%","0.00",".143",".143",".143",".286",".000","0.1",".200","","","0.0","0","-1.1",".125","-33","3855","519085"
"Yusmeiro Petit","- - -","8","0.0%","25.0%","0.00",".143",".143",".143",".286",".000","0.1",".200","","","0.0","0","-1.3",".125","-31","4020","433589"
"Hector Santiago","- - -","7","0.0%","42.9%","0.00",".143",".143",".143",".286",".000","0.1",".250","","","0.0","0","-1.1",".125","-21","4026","502327"
"Doug Fister","- - -","9","0.0%","11.1%","0.00",".143",".143",".143",".286",".000","0.1",".167","","","0.0","0","-1.4",".125","-19","9425","450729"
"Jordan Zimmermann","DET","15","0.0%","46.7%","0.00",".143",".143",".143",".286",".000","0.1",".286","","","0.0","-1","-2.4",".125","-25","4505","519455"
"Lucas Giolito","- - -","16","0.0%","50.0%","0.00",".143",".143",".143",".286",".000","2.6",".333","","","0.0","0","-2.4",".125","-20","15474","608337"
"Trevor Bauer","- - -","34","5.9%","55.9%","0.11",".100",".156",".100",".256",".000","2.0",".273","","","0.0","-1","-5.6",".125","-31","12703","545333"
"Raisel Iglesias","CIN","17","0.0%","23.5%","0.00",".118",".118",".176",".294",".059","0.1",".154","","","0.0","-1","-2.7",".124","-31","17130","628452"
"Anthony DeSclafani","CIN","146","0.7%","51.4%","0.01",".123",".129",".152",".282",".029","0.3",".258","","","0.0","-6","-23.8",".123","-36","13050","543101"
"Jon Gray","COL","218","4.1%","50.0%","0.08",".092",".135",".130",".265",".038","1.3",".216","","","0.0","-10","-35.8",".123","-48","14916","592351"
"Kyle Hendricks","CHC","249","2.0%","47.0%","0.04",".113",".140",".126",".266",".014","0.8",".238","","","-0.1","-11","-40.6",".122","-34","12049","543294"
"Matt Koch","ARI","35","11.4%","54.3%","0.21",".038",".167",".038",".205",".000","0.8",".143","","","0.0","-1","-5.5",".121","-30","13420","571863"
"Danny Ortiz","PIT","13","7.7%","7.7%","1.00",".083",".154",".083",".237",".000","2.6",".091","0.2","0.1","0.0","-1","-2.2",".121","-35","10317","543611"
"Chris Colabello","TOR","32","6.3%","28.1%","0.22",".069",".156",".069",".225",".000","0.1",".100","0.1","-0.4","0.0","-1","-5.2",".121","-37","13051","499624"
"Dereck Rodriguez","SFG","68","0.0%","48.5%","0.00",".131",".131",".148",".279",".016","0.3",".286","","","0.0","-3","-11.3",".121","-33","14509","605446"
"Juan Nicasio","- - -","23","0.0%","34.8%","0.00",".136",".136",".136",".273",".000","1.6",".214","","","0.0","-1","-3.8",".120","-33","7731","504379"
"Daniel Ponce de Leon","STL","22","4.5%","36.4%","0.13",".056",".105",".167",".272",".111","2.6",".100","","","0.0","-1","-3.7",".119","-33","16110","594965"
"Dan Straily","- - -","172","6.4%","53.5%","0.12",".072",".147",".087",".234",".014","1.3",".217","","","0.0","-9","-29.1",".119","-37","9460","573185"
"Brandon Finnegan","CIN","74","4.1%","27.0%","0.15",".092",".132",".123",".255",".031","2.3",".133","","","0.0","-3","-12.2",".119","-36","16208","605232"
"Jeff Hoffman","COL","70","0.0%","40.0%","0.00",".129",".129",".145",".274",".016","1.9",".235","","","0.0","-3","-12.0",".118","-48","17432","656546"
"Jordan Lyles","- - -","90","5.6%","51.1%","0.11",".086",".149",".086",".236",".000","2.6",".200","","","0.0","-4","-15.3",".118","-36","7593","543475"
"Eric Stamets","CLE","48","10.4%","50.0%","0.21",".049",".149",".073",".222",".024","2.6",".111","-0.1","-0.4","0.0","-2","-8.4",".118","-39","13795","608715"
"Adolis Garcia","- - -","24","4.2%","45.8%","0.09",".087",".125",".130",".255",".043","2.6",".167","-0.2","0.2","0.0","-1","-3.9",".118","-34","19287","666969"
"Chris Stratton","- - -","71","0.0%","43.7%","0.00",".129",".127",".145",".272",".016","0.3",".250","","","0.0","-3","-11.6",".117","-32","13761","608717"
"Dallas Keuchel","- - -","48","2.1%","66.7%","0.03",".111",".130",".133",".264",".022","0.1",".385","","","0.0","-2","-8.3",".117","-37","9434","572971"
"Jake Odorizzi","- - -","19","0.0%","15.8%","0.00",".133",".133",".133",".267",".000","0.1",".167","","","0.0","-1","-3.3",".117","-34","6397","543606"
"Aaron Nola","PHI","229","6.1%","49.3%","0.12",".075",".140",".095",".236",".020","1.7",".174","","","-0.1","-11","-38.7",".117","-39","16149","605400"
"Matt Moore","- - -","88","2.3%","36.4%","0.06",".115",".138",".115",".253",".000","2.4",".196","","","0.0","-5","-15.2",".116","-38","1890","519043"
"Matt Wisler","- - -","66","1.5%","37.9%","0.04",".123",".136",".123",".258",".000","1.1",".212","","","0.0","-3","-11.1",".116","-37","12804","605538"
"Chad Kuhl","PIT","105","1.9%","28.6%","0.07",".109",".128",".130",".258",".022","1.6",".161","","","0.0","-5","-17.7",".116","-37","14975","641771"
"Scott Kazmir","LAD","50","2.0%","48.0%","0.04",".116",".136",".116",".253",".000","2.6",".263","","","0.0","-2","-8.4",".116","-36","4897","431148"
"Jacob Turner","- - -","8","12.5%","25.0%","0.50",".000",".167",".000",".167",".000","0.1",".000","","","0.0","0","-1.4",".115","-42","10185","545363"
"Josmil Pinto","MIL","6","16.7%","66.7%","0.25",".000",".167",".000",".167",".000","2.6",".000","0.0","0.0","0.0","0","-1.0",".115","-42","6806","500887"
"Brian Duensing","- - -","6","16.7%","66.7%","0.25",".000",".167",".000",".167",".000","2.6",".000","","","0.0","0","-1.0",".115","-28","4064","488846"
"David Hess","BAL","7","14.3%","14.3%","1.00",".000",".167",".000",".167",".000","2.6",".000","","","0.0","0","-1.3",".115","-40","16130","605276"
"Yu Darvish","- - -","99","3.0%","53.5%","0.06",".091",".120",".136",".256",".045","0.1",".200","","","0.0","-5","-17.4",".115","-39","13074","506433"
"Jacob May","CHW","42","7.1%","40.5%","0.18",".056",".150",".056",".206",".000","2.0",".105","0.0","0.0","0.0","-2","-7.3",".114","-41","14876","594576"
"Mike Soroka","ATL","71","2.8%","32.4%","0.09",".083",".141",".083",".224",".000","1.3",".135","","","0.0","-4","-12.6",".112","-43","18383","647336"
"Jeff Locke","- - -","50","4.0%","52.0%","0.08",".095",".136",".095",".232",".000","0.1",".250","","","0.0","-3","-8.5",".111","-39","2929","502046"
"Brandon McCarthy","- - -","74","6.8%","55.4%","0.12",".062",".129",".092",".221",".031","1.6",".167","","","0.0","-4","-12.7",".110","-41","4662","435221"
"Steve Cishek","- - -","8","0.0%","25.0%","0.00",".125",".125",".125",".250",".000","2.6",".167","","","0.0","0","-1.4",".110","-37","6483","518553"
"Josh Hader","MIL","8","0.0%","50.0%","0.00",".125",".125",".125",".250",".000","2.6",".250","","","0.0","0","-1.4",".110","-30","14212","623352"
"Andrew Heaney","LAA","8","0.0%","75.0%","0.00",".125",".125",".125",".250",".000","2.6",".500","","","0.0","0","-1.3",".110","-41","15423","571760"
"Taylor Jungmann","MIL","8","0.0%","50.0%","0.00",".125",".125",".125",".250",".000","2.6",".250","","","0.0","0","-1.4",".110","-45","13119","543380"
"Lance McCullers Jr.","HOU","8","0.0%","12.5%","0.00",".125",".125",".125",".250",".000","2.6",".143","","","0.0","0","-1.4",".110","-31","14120","621121"
"Odrisamer Despaigne","- - -","25","0.0%","24.0%","0.00",".125",".125",".125",".250",".000","0.1",".167","","","0.0","-1","-4.4",".110","-39","16017","628333"
"Michael Pineda","- - -","9","0.0%","44.4%","0.00",".125",".125",".125",".250",".000","0.1",".250","","","0.0","0","-1.5",".110","-20","5372","501381"
"Rich Hill","- - -","126","0.8%","39.7%","0.02",".102",".123",".119",".242",".017","1.0",".174","","","0.0","-7","-21.9",".109","-38","4806","448179"
"Ryan Vogelsong","PIT","23","4.3%","56.5%","0.08",".053",".143",".053",".195",".000","2.6",".167","","","0.0","-1","-4.0",".109","-42","1011","285064"
"Jesse Chavez","- - -","9","0.0%","77.8%","0.00",".125",".125",".125",".250",".000","0.1","1.000","","","0.0","-1","-1.7",".109","-41","5448","445926"
"Jon Duplantier","ARI","8","0.0%","62.5%","0.00",".125",".125",".125",".250",".000","2.6",".333","","","0.0","0","-1.5",".109","-44","19546","641541"
"Ross Stripling","- - -","97","4.1%","37.1%","0.11",".093",".133",".093",".226",".000","4.5",".160","","","0.2","-5","-16.8",".109","-38","13273","548389"
"Chase Anderson","- - -","200","1.5%","51.5%","0.03",".104",".124",".115",".239",".011","1.2",".241","","","0.0","-11","-35.2",".108","-45","6895","502624"
"Adrian Houser","MIL","27","7.4%","63.0%","0.12",".045",".125",".091",".216",".045","0.1",".200","","","0.0","-2","-4.9",".108","-44","12718","605288"
"Shaun Anderson","SFG","28","0.0%","67.9%","0.00",".080",".115",".120",".235",".040","0.1",".333","","","0.0","-2","-5.1",".108","-40","19453","641312"
"Gio Gonzalez","- - -","217","2.8%","46.5%","0.06",".093",".124",".108",".232",".015","1.6",".191","","","-0.1","-12","-38.2",".108","-46","7448","461829"
"Jason Vargas","- - -","80","1.3%","38.8%","0.03",".113",".125",".113",".238",".000","0.9",".200","","","0.0","-5","-14.4",".107","-40","8044","450306"
"Aaron Blair","ATL","25","4.0%","36.0%","0.11",".091",".130",".091",".221",".000","0.1",".154","","","0.0","-2","-4.5",".106","-50","14934","594760"
"Chad Bettis","COL","122","7.4%","38.5%","0.19",".061",".139",".061",".199",".000","1.6",".115","","","0.0","-7","-21.1",".106","-58","10587","518452"
"Zack Godley","- - -","160","5.6%","46.9%","0.12",".076",".135",".076",".211",".000","1.5",".175","","","0.0","-9","-28.4",".106","-49","14862","643327"
"Eric Lauer","- - -","85","2.4%","44.7%","0.05",".086",".110",".129",".238",".043","1.1",".182","","","0.0","-5","-15.2",".105","-41","19316","641778"
"Jameson Taillon","PIT","153","0.7%","37.3%","0.02",".111",".118",".119",".236",".007","0.3",".192","","","0.0","-8","-26.7",".104","-44","11674","592791"
"Mike Minor","- - -","13","0.0%","53.8%","0.00",".083",".083",".167",".250",".083","0.1",".200","","","0.0","-1","-2.5",".104","-41","10021","501985"
"Chris Paddack","SDP","46","0.0%","41.3%","0.00",".119",".119",".119",".238",".000","2.6",".217","","","0.0","-3","-8.6",".104","-42","20099","663978"
"Charlie Morton","- - -","18","0.0%","55.6%","0.00",".118",".118",".118",".235",".000","2.6",".286","","","0.0","-1","-3.2",".103","-39","4676","450203"
"Will Venable","LAD","19","0.0%","26.3%","0.00",".056",".105",".111",".216",".056","2.6",".077","0.1","0.1","0.0","-1","-3.4",".103","-44","211","461416"
"Andy Burns","TOR","7","0.0%","28.6%","0.00",".000",".143",".000",".143",".000","0.1",".000","0.1","0.0","0.0","0","-1.2",".103","-50","12779","542992"
"Trevor Richards","- - -","70","4.3%","50.0%","0.09",".082",".125",".082",".207",".000","1.9",".192","","","0.0","-4","-12.7",".101","-44","19309","670950"
"Drew Pomeranz","- - -","58","0.0%","60.3%","0.00",".091",".091",".145",".236",".055","1.1",".211","","","0.0","-4","-10.7",".101","-41","11426","519141"
"Pedro Baez","LAD","7","14.3%","42.9%","0.33",".000",".143",".000",".143",".000","0.1",".000","","","0.0","0","-1.2",".099","-38","5420","520980"
"Tyler Lyons","- - -","7","14.3%","42.9%","0.33",".000",".143",".000",".143",".000","0.1",".000","","","0.0","0","-1.3",".099","-39","11334","544928"
"Frankie Montas","OAK","7","14.3%","71.4%","0.20",".000",".143",".000",".143",".000","0.1",".000","","","0.0","0","-1.2",".099","-37","14309","593423"
"Luis Castillo","CIN","164","1.8%","40.2%","0.05",".093",".111",".107",".218",".013","2.1",".167","","","0.0","-10","-30.4",".098","-53","15689","622491"
"Bryan Mitchell","- - -","19","0.0%","52.6%","0.00",".111",".111",".111",".222",".000","0.1",".250","","","0.0","-1","-3.4",".098","-46","11479","571951"
"Alfredo Gonzalez","CHW","9","0.0%","44.4%","0.00",".111",".111",".111",".222",".000","0.1",".200","0.0","0.1","0.0","-1","-1.6",".098","-49","14267","554054"
"Connor Joe","SFG","16","6.3%","31.3%","0.20",".067",".125",".067",".192",".000","2.6",".100","0.1","-0.1","0.0","-1","-3.1",".097","-47","16572","656582"
"Ubaldo Jimenez","BAL","9","0.0%","44.4%","0.00",".111",".111",".111",".222",".000","0.1",".200","","","0.0","-1","-1.7",".097","-46","3374","434622"
"Derek Holland","- - -","75","2.7%","58.7%","0.05",".086",".111",".100",".211",".014","1.1",".231","","","0.0","-5","-13.6",".097","-48","4141","502706"
"Alec Mills","- - -","18","0.0%","50.0%","0.00",".111",".111",".111",".222",".000","0.1",".222","","","0.0","-1","-3.4",".097","-50","13834","621219"
"Jimmy Nelson","MIL","122","2.5%","57.4%","0.04",".091",".115",".091",".206",".000","0.1",".250","","","0.0","-8","-22.8",".096","-54","10547","519076"
"Christian Friedrich","SDP","43","7.0%","53.5%","0.13",".054",".125",".054",".179",".000","2.0",".143","","","0.0","-3","-7.9",".096","-50","7942","543184"
"Clay Buchholz","- - -","42","4.8%","50.0%","0.10",".057",".108",".086",".194",".029","0.1",".143","","","0.0","-3","-7.6",".095","-52","3543","453329"
"Alex Wood","- - -","139","2.2%","48.9%","0.04",".091",".113",".091",".204",".000","3.3",".208","","","0.2","-9","-25.7",".095","-48","13781","622072"
"Dinelson Lamet","SDP","62","0.0%","53.2%","0.00",".107",".107",".107",".214",".000","0.6",".261","","","0.0","-4","-11.9",".094","-50","17186","659275"
"Cal Quantrill","- - -","30","3.3%","20.0%","0.17",".080",".115",".080",".195",".000","3.5",".105","","","-0.4","-2","-5.9",".093","-49","19312","615698"
"Sandy Alcantara","- - -","76","2.6%","71.1%","0.04",".071",".110",".086",".195",".014","1.3",".313","","","0.0","-5","-14.7",".093","-48","18684","645261"
"Matt Harvey","- - -","118","2.5%","33.9%","0.08",".083",".107",".092",".199",".009","2.1",".130","","","0.0","-8","-21.9",".092","-51","11713","518774"
"John Gant","- - -","50","0.0%","34.0%","0.00",".045",".045",".182",".227",".136","0.1",".000","","","0.0","-3","-9.4",".092","-48","13684","607231"
"Dillon Peters","- - -","20","5.0%","50.0%","0.10",".063",".118",".063",".180",".000","2.6",".167","","","0.0","-1","-3.8",".092","-45","18790","596071"
"Eddie Butler","- - -","41","4.9%","19.5%","0.25",".063",".118",".063",".180",".000","0.1",".083","","","0.0","-3","-7.8",".092","-64","13453","572750"
"Nick Pivetta","- - -","120","2.5%","50.0%","0.05",".083",".107",".092",".199",".009","2.6",".184","","","0.0","-8","-22.8",".092","-54","15454","601713"
"Johnny Cueto","SFG","153","2.0%","29.4%","0.07",".091",".109",".091",".200",".000","1.2",".135","","","0.0","-10","-28.8",".092","-50","6893","456501"
"Erick Fedde","WSN","42","2.4%","33.3%","0.07",".086",".111",".086",".197",".000","2.6",".143","","","0.0","-3","-8.0",".092","-53","17425","607200"
"Zac Gallen","- - -","24","0.0%","33.3%","0.00",".105",".105",".105",".211",".000","2.6",".182","","","0.0","-2","-4.7",".092","-52","19291","668678"
"Kevin Gausman","- - -","57","8.8%","56.1%","0.16",".038",".123",".038",".161",".000","0.4",".100","","","0.0","-4","-10.9",".091","-55","14107","592332"
"Lance Lynn","- - -","67","1.5%","43.3%","0.03",".067",".097",".100",".197",".033","2.0",".129","","","0.0","-5","-12.9",".091","-51","2520","458681"
"Joey Lucchesi","SDP","93","5.4%","61.3%","0.09",".061",".114",".061",".175",".000","0.8",".192","","","0.0","-7","-18.1",".089","-53","19320","664192"
"Michael Wacha","- - -","171","2.9%","43.3%","0.07",".075",".105",".082",".187",".007","2.6",".151","","","0.0","-12","-33.1",".088","-54","14078","608379"
"Braden Shipley","ARI","35","0.0%","34.3%","0.00",".088",".088",".118",".206",".029","7.2",".136","","","0.2","-3","-6.7",".088","-58","15158","640463"
"Dylan Bundy","- - -","10","0.0%","60.0%","0.00",".100",".100",".100",".200",".000","2.6",".250","","","0.0","-1","-1.9",".088","-49","12917","605164"
"Jarred Cosart","- - -","24","0.0%","29.2%","0.00",".100",".100",".100",".200",".000","2.6",".154","","","0.0","-2","-4.7",".088","-55","10304","543054"
"Luis Severino","NYY","10","0.0%","50.0%","0.00",".100",".100",".100",".200",".000","2.6",".200","","","0.0","-1","-1.9",".088","-50","15890","622663"
"CC Sabathia","NYY","9","11.1%","44.4%","0.25",".000",".125",".000",".125",".000","0.1",".000","","","0.0","-1","-1.9",".087","-56","404","282332"
"Miguel Gonzalez","- - -","9","11.1%","33.3%","0.33",".000",".125",".000",".125",".000","2.6",".000","","","0.0","-1","-1.8",".087","-51","7024","456068"
"A.J. Griffin","TEX","8","12.5%","87.5%","0.14",".000",".125",".000",".125",".000","0.1",".000","","","0.0","-1","-1.6",".087","-63","11132","456167"
"Tyler Ladendorf","OAK","50","2.0%","26.0%","0.08",".083",".102",".083",".185",".000","7.1",".114","0.5","-0.8","0.4","-4","-9.6",".086","-59","3211","502285"
