"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Junichi Tazawa","- - -","9.00","5.14","1.75","2.25","20.9%","11.9%","9.0%",".297","1.82",".337","65.5%","184","153","129","7.07","6.12","0.95","5.29","4.69","4079","547749"
"Eddie Butler","- - -","5.26","3.44","1.53","1.99","12.7%","8.3%","4.4%",".285","1.57",".287","71.2%","126","142","120","5.62","6.14","-0.52","5.02","4.74","13453","572750"
"Jackson Tetreault","WSN","3.86","4.29","0.90","1.71","9.4%","10.4%","-1.0%",".267","1.57",".260","65.7%","126","151","145","5.14","6.16","-1.02","5.80","6.03","20565","676194"
"Brandon Mann","TEX","3.24","4.32","0.75","1.08","8.3%","11.1%","-2.8%",".233","1.32",".231","69.0%","116","139","183","5.40","6.16","-0.76","7.77","6.82","5172","448167"
"Johnny Field","TBR","0.00","9.00","0.00","0.00","0.0%","25.0%","-25.0%",".000","1.00",".000","100.0%","0","151","261","0.00","6.16","-6.16","11.12","13.44","15048","608654"
"Jeremy Bleich","OAK","27.00","0.00","1.00","0.00","25.0%","0.0%","25.0%",".667","6.00","1.000","33.3%","1320","149","261","54.00","6.16","47.84","11.12","3.31","9069","542946"
"Akeem Bostick","NYM","0.00","9.00","0.00","0.00","0.0%","25.0%","-25.0%",".000","1.00",".000","100.0%","0","150","230","0.00","6.17","-6.17","9.70","11.80","15979","641384"
"Jake Rogers","DET","0.00","9.00","0.00","0.00","0.0%","16.7%","-16.7%",".400","3.00",".400","33.3%","421","146","225","18.00","6.17","11.83","9.70","8.39","19452","668670"
"Jimmy Yacabonis","- - -","8.14","5.09","1.60","1.94","19.3%","12.1%","7.2%",".289","1.73",".326","70.7%","147","137","131","6.38","6.18","0.20","5.73","5.07","15157","642231"
"Logan Forsythe","MIA","0.00","9.00","0.00","0.00","0.0%","16.7%","-16.7%",".400","3.00",".400","66.7%","207","142","268","9.00","6.19","2.81","11.98","10.54","7185","523253"
"Tim Lopes","SEA","0.00","9.00","0.00","0.00","0.0%","16.7%","-16.7%",".400","3.00",".400","33.3%","427","143","226","18.00","6.19","11.81","10.05","8.14","14137","621005"
"Gabriel Ynoa","BAL","5.45","2.11","2.58","2.36","14.0%","5.4%","8.5%",".279","1.37",".273","68.2%","119","127","118","5.61","6.20","-0.58","5.40","5.10","12938","593679"
"Allen Webster","CHC","7.71","3.86","2.00","1.93","17.9%","9.0%","9.0%",".276","1.57",".302","76.9%","119","145","119","5.14","6.20","-1.06","5.17","4.53","3993","543903"
"JB Shuck","PIT","0.00","9.00","0.00","0.00","0.0%","20.0%","-20.0%",".250","2.00",".250","100.0%","0","141","231","0.00","6.21","-6.21","10.19","9.23","6677","543776"
"Michael Shawaryn","BOS","12.84","5.75","2.23","2.21","28.2%","12.6%","15.5%",".306","1.92",".412","59.5%","201","137","126","9.74","6.21","3.52","5.76","4.25","19495","642067"
"Justin Dunn","- - -","7.61","5.79","1.31","1.82","19.3%","14.7%","4.6%",".209","1.41",".215","81.7%","105","146","141","4.44","6.23","-1.79","6.03","5.77","19268","643290"
"Ben Rowen","LAA","6.35","1.59","4.00","2.38","16.3%","4.1%","12.2%",".267","1.24",".265","67.8%","126","141","127","5.56","6.26","-0.70","5.46","4.42","10983","594985"
"JC Mejia","- - -","7.90","4.77","1.66","2.14","18.9%","11.4%","7.5%",".293","1.72",".323","54.6%","207","146","115","8.89","6.26","2.63","4.91","4.99","20617","650496"
"Tyson Miller","- - -","4.60","6.32","0.73","1.15","10.5%","14.5%","-3.9%",".286","1.85",".302","49.6%","231","152","150","9.19","6.27","2.93","6.14","6.08","19976","668338"
"Chance Adams","- - -","7.13","3.24","2.20","2.38","16.7%","7.6%","9.1%",".343","1.85",".372","59.7%","186","138","125","8.42","6.27","2.15","5.59","4.95","18135","664856"
"Brett Cecil","STL","5.23","6.89","0.76","1.38","12.1%","15.9%","-3.8%",".295","1.96",".315","64.9%","177","158","160","6.89","6.28","0.60","6.47","6.23","2660","446399"
"Tyler Bashlor","- - -","7.36","4.76","1.55","2.02","18.5%","12.0%","6.5%",".235","1.43",".243","71.2%","143","151","143","5.78","6.30","-0.52","6.07","5.17","15203","641341"
"Dan Straily","- - -","6.99","3.92","1.78","2.22","17.5%","9.8%","7.7%",".268","1.49",".278","72.5%","136","147","132","5.72","6.30","-0.58","5.59","5.26","9460","573185"
"Chris O'Grady","MIA","10.29","5.14","2.00","2.57","25.0%","12.5%","12.5%",".250","1.57",".278","73.2%","169","161","128","6.43","6.30","0.13","5.18","4.43","13818","622217"
"Carlos Torres","- - -","9.77","2.30","4.25","2.87","24.3%","5.7%","18.6%",".281","1.40",".310","70.6%","160","148","83","6.89","6.31","0.59","3.51","3.37","7624","448614"
"Brett Kennedy","SDP","6.07","4.05","1.50","2.02","14.1%","9.4%","4.7%",".316","1.80",".333","72.1%","173","157","132","6.75","6.31","0.44","5.37","5.36","17877","664028"
"Jesus Reyes","CIN","3.18","3.18","1.00","1.59","8.3%","8.3%","0.0%",".190","1.06",".167","53.6%","77","152","128","3.18","6.34","-3.16","5.21","4.65","19277","660875"
"Jeremy Beasley","- - -","12.04","5.11","2.36","2.55","28.9%","12.3%","16.7%",".240","1.50",".286","73.7%","141","153","121","5.84","6.34","-0.50","4.99","3.87","20205","676886"
"Brian Duensing","CHC","5.73","6.93","0.83","1.43","13.3%","16.0%","-2.8%",".278","1.88",".298","61.3%","192","158","152","7.65","6.35","1.30","6.16","6.04","4064","488846"
"Eduardo Paredes","LAA","7.36","3.44","2.14","2.45","17.4%","8.1%","9.3%",".321","1.75",".345","73.1%","162","149","122","6.87","6.38","0.49","5.18","4.45","16344","622161"
"Alex Wells","BAL","6.22","3.11","2.00","2.33","15.0%","7.5%","7.5%",".299","1.60",".307","71.4%","151","142","134","6.60","6.38","0.22","5.73","5.32","19845","649144"
"Hector Noesi","MIA","7.81","4.55","1.71","2.28","19.4%","11.3%","8.1%",".275","1.59",".295","54.0%","202","149","137","8.46","6.39","2.06","6.05","5.46","3292","456051"
"Dovydas Neverauskas","PIT","9.76","4.39","2.22","2.60","23.0%","10.3%","12.6%",".299","1.73",".342","60.1%","194","151","110","8.13","6.40","1.74","4.69","4.23","11604","596720"
"Jackson Kowar","KCR","9.00","6.07","1.48","2.15","19.5%","13.1%","6.4%",".345","2.20",".404","54.8%","249","156","129","10.76","6.41","4.35","5.39","5.12","21549","663804"
"Brandon Waddell","- - -","6.39","7.82","0.82","1.42","13.8%","16.9%","-3.1%",".296","2.13",".326","74.4%","134","150","153","5.68","6.41","-0.73","6.64","6.39","18347","663399"
"Miguel Del Pozo","- - -","8.35","8.84","0.94","1.47","17.9%","18.9%","-1.1%",".325","2.35",".386","59.3%","216","140","142","9.82","6.41","3.40","6.37","6.34","18792","600887"
"Neftali Feliz","- - -","6.75","2.25","3.00","2.25","15.8%","5.3%","10.5%",".294","1.50",".308","53.6%","212","150","127","9.00","6.42","2.58","5.38","4.52","18","491703"
"Ben Meyer","MIA","4.26","6.63","0.64","0.95","9.3%","14.4%","-5.2%",".329","2.11",".353","51.0%","274","164","172","10.42","6.42","4.00","6.97","6.29","18854","656738"
"Shun Yamaguchi","TOR","9.12","5.96","1.53","2.10","21.7%","14.2%","7.5%",".277","1.75",".319","57.0%","175","145","130","8.06","6.43","1.64","5.79","5.09","27460","685493"
"Angel Perdomo","MIL","15.10","10.53","1.43","1.83","33.7%","23.5%","10.2%",".208","1.93",".314","62.1%","192","150","124","8.24","6.43","1.81","5.32","5.19","17759","622780"
"Ian Hamilton","- - -","5.52","4.91","1.13","1.84","14.1%","12.5%","1.6%",".236","1.43",".233","73.0%","118","152","127","4.91","6.43","-1.52","5.37","5.46","19261","641656"
"Scott Kazmir","SFG","7.94","4.76","1.67","2.38","18.2%","10.9%","7.3%",".306","1.85",".333","71.4%","155","159","118","6.35","6.43","-0.08","5.02","5.10","4897","431148"
"Max Meyer","MIA","9.00","3.00","3.00","3.00","23.1%","7.7%","15.4%",".292","1.50",".313","64.5%","191","164","102","7.50","6.45","1.05","4.09","3.93","27474","676974"
"Zac Grotz","SEA","8.03","6.93","1.16","1.46","18.5%","16.0%","2.5%",".263","1.78",".304","64.5%","170","148","128","7.30","6.45","0.85","5.77","5.47","18256","665093"
"Marc Rzepczynski","- - -","9.58","8.71","1.10","1.74","19.3%","17.5%","1.8%",".340","2.52",".412","64.7%","169","154","115","6.97","6.45","0.52","4.89","5.09","6612","519240"
"Matt Koch","- - -","5.00","2.18","2.30","2.34","13.1%","5.7%","7.4%",".279","1.33",".269","77.1%","126","160","125","5.24","6.46","-1.22","5.17","5.00","13420","571863"
"Mauricio Llovera","- - -","10.50","4.88","2.15","2.63","23.9%","11.1%","12.8%",".284","1.75",".328","73.1%","171","158","116","7.13","6.47","0.66","4.77","4.05","20080","661440"
"Carson Kelly","ARI","0.00","3.18","0.00","1.59","0.0%","7.1%","-7.1%",".385","2.12",".360","75.5%","155","164","182","6.35","6.48","-0.13","7.40","7.38","13620","608348"
"A.J. Alexy","TEX","6.90","7.80","0.88","1.50","17.0%","19.3%","-2.2%",".213","1.63",".225","67.4%","153","153","151","6.30","6.49","-0.19","6.35","6.55","22343","669935"
"Adam Oller","OAK","5.57","4.72","1.18","2.06","13.6%","11.6%","2.1%",".277","1.63",".279","68.5%","171","171","154","6.30","6.50","-0.21","6.06","5.83","20132","670124"
"Thomas Eshelman","BAL","4.48","2.75","1.63","2.29","11.3%","6.9%","4.4%",".288","1.47",".276","69.0%","127","137","136","5.77","6.51","-0.74","6.04","5.75","18361","664045"
"Hyeon-jong Yang","TEX","6.37","4.08","1.56","2.29","15.6%","10.0%","5.6%",".294","1.64",".303","75.4%","129","150","123","5.60","6.51","-0.91","5.30","5.21","27513","660365"
"Miguel Yajure","- - -","6.80","5.44","1.25","1.94","16.2%","13.0%","3.2%",".277","1.71",".295","60.9%","184","156","137","7.58","6.51","1.07","5.69","5.37","21111","664337"
"Christian Bergman","SEA","4.50","1.93","2.33","2.57","12.3%","5.3%","7.0%",".222","1.07",".186","63.8%","141","155","122","5.79","6.52","-0.73","5.16","5.14","10925","548357"
"Ryan Meisinger","- - -","8.71","5.52","1.58","2.32","21.7%","13.8%","8.0%",".254","1.58",".275","64.4%","172","150","120","7.26","6.52","0.74","5.13","4.77","18105","664682"
"Luke Maile","- - -","9.00","0.00","3.00","3.00","23.1%","0.0%","23.1%",".250","1.00",".250","100.0%","71","153","92","3.00","6.53","-3.53","4.04","3.01","13355","571912"
"Hernan Perez","- - -","5.40","3.24","1.67","2.16","13.5%","8.1%","5.4%",".303","1.56",".308","71.4%","158","154","147","6.48","6.54","-0.06","6.20","5.25","5751","541650"
"Aaron Northcraft","SDP","5.63","9.00","0.63","1.13","14.7%","23.5%","-8.8%",".192","1.63",".200","94.8%","56","155","142","2.25","6.55","-4.30","6.02","7.15","10218","573062"
"Alberto Baldonado","WSN","10.13","5.91","1.71","2.53","24.5%","14.3%","10.2%",".238","1.59",".259","54.7%","199","152","123","8.44","6.55","1.89","5.20","4.73","11812","593604"
"Brian Moran","- - -","13.50","7.15","1.89","2.38","28.3%","15.0%","13.3%",".306","2.12",".414","73.4%","188","154","106","7.94","6.55","1.39","4.63","4.41","9646","572383"
"James Marvel","PIT","4.67","3.12","1.50","2.08","10.7%","7.1%","3.6%",".329","1.79",".333","62.0%","191","149","124","8.31","6.56","1.75","5.51","5.52","19675","621086"
"Zack Weiss","- - -","12.15","6.08","2.00","2.70","30.0%","15.0%","15.0%",".180","1.35",".179","67.2%","140","154","107","6.08","6.57","-0.49","4.34","3.82","15444","592848"
"Brandon Maurer","KCR","8.90","7.18","1.24","2.01","19.4%","15.6%","3.8%",".313","2.14",".365","67.0%","178","157","135","7.76","6.58","1.18","5.73","5.22","4878","543506"
"Nicklaus Snyder","TEX","1.93","11.57","0.17","0.00","4.5%","27.3%","-22.7%",".250","2.14",".267","60.0%","188","158","193","7.71","6.59","1.13","7.98","9.44","23493","676766"
"Phil Hughes","- - -","8.82","2.76","3.20","3.03","21.1%","6.6%","14.5%",".312","1.65",".337","80.8%","156","160","116","6.34","6.59","-0.25","4.79","4.10","7450","461833"
"Justin Grimm","- - -","6.75","6.03","1.12","1.93","15.5%","13.8%","1.7%",".299","1.90",".322","58.3%","205","159","150","8.68","6.60","2.08","6.23","5.54","11720","518748"
"Wes Parsons","- - -","6.58","7.26","0.91","1.59","16.1%","17.8%","-1.7%",".260","1.76",".282","70.7%","121","148","136","5.67","6.61","-0.94","5.97","6.27","14764","641149"
"Christian Bethancourt","- - -","2.25","2.25","1.00","2.25","5.3%","5.3%","0.0%",".333","1.75",".313","100.0%","61","175","199","2.25","6.61","-4.36","7.80","7.26","10028","542194"
"Tommy Doyle","COL","7.71","15.43","0.50","0.00","11.8%","23.5%","-11.8%",".462","4.29",".545","40.0%","451","140","185","23.14","6.62","16.52","8.27","7.96","21281","656382"
"Tim Melville","COL","6.48","3.78","1.71","2.43","16.8%","9.8%","7.0%",".266","1.44",".263","85.2%","98","143","119","4.86","6.63","-1.77","5.27","5.47","9149","543532"
"Kirk McCarty","CLE","6.21","3.11","2.00","2.63","16.4%","8.2%","8.2%",".255","1.33",".241","78.7%","117","170","123","4.54","6.64","-2.10","4.85","4.57","20555","668948"
"Kohei Arihara","TEX","5.64","3.56","1.58","2.23","13.3%","8.4%","4.9%",".318","1.73",".327","64.8%","183","158","130","7.57","6.65","0.92","5.41","5.30","27505","685503"
"Jen-Ho Tseng","CHC","13.50","0.00","3.00","4.50","30.0%","0.0%","30.0%",".400","2.00",".500","38.5%","338","166","44","13.50","6.66","6.84","1.81","2.25","15524","627500"
"Akeel Morris","LAA","4.50","5.14","0.88","1.93","10.8%","12.3%","-1.5%",".316","1.86",".319","78.0%","136","155","141","5.79","6.66","-0.87","6.00","5.87","12185","592570"
"Jon Edwards","CLE","8.10","5.40","1.50","2.16","20.5%","13.7%","6.8%",".180","1.26",".167","97.7%","60","151","124","2.70","6.67","-3.97","5.51","4.98","1483","457754"
"Drew Butera","- - -","4.50","13.50","0.33","0.00","7.1%","21.4%","-14.3%",".455","4.00",".500","62.5%","294","155","220","13.50","6.69","6.81","9.58","7.71","3411","460077"
"Tayler Scott","- - -","8.58","5.40","1.59","2.22","17.8%","11.2%","6.6%",".382","2.36",".443","53.9%","253","147","117","11.12","6.70","4.42","5.10","4.69","13652","605463"
"Sean Gilmartin","- - -","5.61","4.54","1.24","2.14","13.7%","11.1%","2.6%",".276","1.60",".276","84.8%","110","150","139","4.81","6.70","-1.89","6.01","5.43","12781","543219"
"Trevor Kelley","- - -","8.66","3.82","2.27","2.80","20.5%","9.0%","11.4%",".282","1.61",".298","68.8%","165","160","127","7.13","6.71","0.42","5.35","4.41","18454","665001"
"Alcides Escobar","WSN","0.00","5.40","0.00","0.00","0.0%","10.0%","-10.0%",".375","2.40",".375","60.0%","264","164","189","10.80","6.71","4.09","7.60","6.47","6310","444876"
"David Hess","- - -","6.89","3.42","2.01","2.61","16.9%","8.4%","8.5%",".281","1.53",".283","67.4%","141","147","130","6.25","6.72","-0.47","5.70","5.19","16130","605276"
"Jose Rodriguez","LAA","5.48","5.06","1.08","2.11","14.1%","13.0%","1.1%",".238","1.45",".226","100.0%","54","144","138","2.53","6.73","-4.20","6.28","6.01","17860","642578"
"T.J. Zeuch","- - -","5.43","4.68","1.16","2.11","12.7%","10.9%","1.8%",".304","1.79",".310","67.5%","146","154","130","6.49","6.73","-0.25","5.62","5.60","19269","643615"
"Ethan Small","MIL","9.95","11.37","0.88","1.42","21.2%","24.2%","-3.0%",".320","2.53",".412","75.3%","176","168","152","7.11","6.74","0.36","6.09","6.76","26364","663629"
"Reed Garrett","- - -","5.84","7.66","0.76","1.46","12.7%","16.7%","-4.0%",".359","2.35",".398","68.0%","173","154","163","7.66","6.78","0.88","7.13","6.43","16866","657585"
"Phillip Diehl","- - -","7.11","2.84","2.50","2.84","17.0%","6.8%","10.2%",".309","1.63",".317","50.8%","199","152","130","9.47","6.81","2.67","5.57","4.77","20030","670426"
"Josh Rogers","- - -","4.60","3.68","1.25","2.25","11.6%","9.3%","2.3%",".262","1.44",".246","78.3%","126","155","152","5.42","6.82","-1.40","6.45","5.99","18510","642028"
"Connor Seabold","BOS","8.02","4.22","1.90","2.53","17.3%","9.1%","8.2%",".392","2.25",".444","58.7%","255","171","145","10.55","6.82","3.72","5.79","5.03","19695","657756"
"Chris Beck","- - -","5.56","5.29","1.05","2.12","14.2%","13.5%","0.7%",".268","1.59",".265","86.8%","111","164","138","4.50","6.84","-2.34","5.77","5.54","13418","571476"
"Aaron Fletcher","- - -","6.86","5.49","1.25","1.83","14.9%","11.9%","3.0%",".286","1.83",".308","59.3%","222","165","148","9.15","6.85","2.30","6.16","5.24","22052","667465"
"Jesus Tinoco","- - -","7.02","5.40","1.30","2.30","18.1%","13.9%","4.2%",".230","1.44",".223","86.4%","86","154","129","4.05","6.87","-2.82","5.50","5.36","16300","622786"
"Keury Mella","- - -","8.76","5.47","1.60","2.55","19.5%","12.2%","7.3%",".336","2.07",".382","73.5%","171","163","125","7.30","6.87","0.43","5.31","4.93","15964","622492"
"Alex McRae","- - -","6.39","5.21","1.23","2.13","14.7%","12.0%","2.7%",".304","1.84",".320","63.5%","171","158","144","7.34","6.91","0.43","6.28","5.65","16317","656725"
"Ray Kerr","SDP","5.40","7.20","0.75","1.80","14.3%","19.0%","-4.8%",".176","1.40",".154","35.7%","233","173","174","9.00","6.91","2.09","6.98","6.94","23809","678061"
"Ryan Feierabend","TOR","6.35","1.59","4.00","3.18","13.8%","3.4%","10.3%",".393","2.12",".409","54.3%","243","149","120","11.12","6.92","4.20","5.49","4.97","6336","456387"
"Deck McGuire","- - -","7.82","6.16","1.27","2.13","18.6%","14.7%","4.0%",".260","1.68",".279","72.7%","145","162","135","6.16","6.95","-0.79","5.74","5.29","11596","592547"
"Corbin Martin","- - -","8.27","5.93","1.39","2.50","19.0%","13.6%","5.4%",".296","1.89",".322","71.9%","157","164","132","6.71","6.96","-0.25","5.64","5.41","19884","656686"
"Jose Fernandez","- - -","5.14","5.79","0.89","1.93","11.8%","13.2%","-1.5%",".276","1.79",".277","50.5%","202","158","173","9.00","6.96","2.04","7.60","6.37","14733","622774"
"Austin Adams","- - -","7.56","7.02","1.08","2.16","17.5%","16.3%","1.3%",".269","1.86",".286","70.9%","151","152","139","7.02","6.99","0.03","6.38","6.00","7411","542866"
"Kyle Keller","- - -","9.32","6.22","1.50","2.33","22.4%","15.0%","7.5%",".217","1.51",".226","73.1%","138","164","143","5.83","7.00","-1.17","6.15","5.15","18890","664918"
"Rico Garcia","- - -","4.13","4.50","0.92","2.25","10.1%","11.0%","-0.9%",".309","1.75",".300","74.4%","143","165","152","6.38","7.00","-0.63","6.43","6.14","20023","670329"
"Ryan Hartman","HOU","7.71","0.00","2.00","3.86","20.0%","0.0%","20.0%",".300","1.29",".286","100.0%","90","164","105","3.86","7.03","-3.17","4.48","3.96","19480","670057"
"Cory Abbott","- - -","7.85","4.96","1.58","2.62","19.1%","12.1%","7.0%",".249","1.53",".249","76.5%","137","171","145","5.65","7.05","-1.40","5.90","5.21","20277","676265"
"Dean Deetz","HOU","8.10","2.70","3.00","2.70","20.0%","6.7%","13.3%",".308","1.50",".333","87.0%","132","170","121","5.40","7.06","-1.66","5.14","4.04","16687","657209"
"Ryan Carpenter","DET","5.71","2.43","2.35","2.86","13.2%","5.6%","7.6%",".337","1.78",".338","58.4%","189","158","125","8.57","7.10","1.47","5.61","5.36","12699","543001"
"Alan Busenitz","MIN","9.24","4.97","1.86","2.84","20.6%","11.1%","9.5%",".336","2.01",".382","67.0%","181","167","128","7.82","7.11","0.71","5.41","4.50","15239","641427"
"Jerad Eickhoff","- - -","8.11","2.98","2.72","3.08","19.7%","7.2%","12.4%",".296","1.56",".305","68.0%","171","163","122","7.19","7.11","0.08","5.30","4.79","12664","595191"
"Damon Jones","PHI","9.00","12.60","0.71","0.00","16.7%","23.3%","-6.7%",".250","2.40",".333","66.7%","220","172","213","9.00","7.12","1.88","8.65","6.85","23310","676103"
"Brandon Finnegan","CIN","6.10","6.53","0.93","2.18","13.6%","14.6%","-1.0%",".307","2.03",".319","62.9%","179","171","153","7.40","7.13","0.28","6.22","6.18","16208","605232"
"Andrew Nardi","MIA","14.73","8.59","1.71","3.07","28.9%","16.9%","12.0%",".362","2.66",".500","68.8%","250","181","125","9.82","7.14","2.68","5.02","4.30","25942","677053"
"Anderson Espinoza","CHC","9.33","7.85","1.19","1.96","22.4%","18.8%","3.5%",".215","1.64",".238","81.0%","135","180","140","5.40","7.15","-1.75","5.60","5.23","18593","659262"
"Seth Frankoff","- - -","5.71","5.71","1.00","2.08","12.2%","12.2%","0.0%",".338","2.13",".355","56.9%","245","172","161","10.38","7.15","3.23","6.88","6.16","11346","571676"
"Cliff Pennington","CIN","9.00","18.00","0.50","0.00","16.7%","33.3%","-16.7%",".250","3.00",".333","66.7%","218","172","218","9.00","7.16","1.84","8.81","9.19","3395","460060"
"Parker Markel","- - -","9.72","7.92","1.23","2.16","22.0%","17.9%","4.1%",".276","1.96",".323","71.1%","157","164","145","6.84","7.16","-0.32","6.37","5.67","12106","571917"
"Shea Spitzbarth","PIT","1.80","3.60","0.50","1.80","4.5%","9.1%","-4.5%",".211","1.20",".176","89.3%","86","168","208","3.60","7.17","-3.57","8.80","8.60","18475","665661"
"Robby Scott","- - -","10.93","7.71","1.42","1.93","22.1%","15.6%","6.5%",".300","2.14",".375","81.2%","144","169","179","6.43","7.19","-0.76","7.74","5.41","13042","582494"
"Johan Quezada","MIA","6.00","3.00","2.00","3.00","16.7%","8.3%","8.3%",".364","1.67",".375","55.6%","207","164","93","9.00","7.19","1.81","4.14","4.33","20643","629498"
"Ben Zobrist","CHC","9.00","18.00","0.50","0.00","20.0%","40.0%","-20.0%",".000","2.00",".000","100.0%","0","163","209","0.00","7.21","-7.21","9.20","11.01","7435","450314"
"Nick Martini","OAK","9.00","18.00","0.50","0.00","20.0%","40.0%","-20.0%",".000","2.00",".000","100.0%","0","161","200","0.00","7.21","-7.21","9.20","11.01","12005","605361"
"Aaron Wilkerson","MIL","7.56","4.32","1.75","2.88","17.1%","9.8%","7.3%",".336","1.96",".358","69.6%","195","169","141","8.28","7.23","1.05","6.07","5.14","16904","658792"
"Alex Blandino","CIN","5.79","7.71","0.75","1.93","13.6%","18.2%","-4.5%",".278","1.93",".286","52.6%","172","163","168","7.71","7.24","0.47","7.10","6.69","16271","607468"
"Patrick Weigel","- - -","17.36","13.50","1.29","1.93","32.1%","25.0%","7.1%",".300","2.79",".500","79.4%","176","169","147","7.71","7.24","0.47","6.42","5.65","17792","622256"
"Rookie Davis","PIT","8.44","6.75","1.25","2.53","19.6%","15.7%","3.9%",".279","1.87",".300","75.9%","156","165","119","6.75","7.25","-0.50","5.27","5.65","14962","606959"
"Chris Tillman","BAL","4.39","5.74","0.76","2.03","9.5%","12.4%","-2.9%",".356","2.21",".364","55.1%","245","164","151","10.46","7.25","3.21","6.43","6.34","5279","501957"
"Jose Marte","LAA","12.00","12.60","0.95","1.80","26.3%","27.6%","-1.3%",".218","2.20",".281","66.0%","191","176","158","7.80","7.26","0.54","6.32","6.58","21761","665896"
"Alec Bettinger","MIL","4.50","2.70","1.67","2.70","9.8%","5.9%","3.9%",".383","2.10",".385","39.3%","322","171","134","13.50","7.27","6.23","5.66","5.43","20312","676424"
"Boone Logan","MIL","11.81","8.44","1.40","2.53","24.1%","17.2%","6.9%",".319","2.34",".400","87.2%","146","180","151","5.91","7.29","-1.38","6.11","4.94","5525","457429"
"Randall Delgado","ARI","3.97","4.76","0.83","2.38","9.8%","11.8%","-2.0%",".244","1.50",".216","85.9%","117","185","178","4.76","7.31","-2.54","7.22","6.32","5985","517414"
"Jake Jewell","- - -","7.98","3.29","2.43","3.05","19.3%","8.0%","11.4%",".306","1.62",".318","67.6%","174","163","100","7.75","7.32","0.43","4.43","4.09","16958","657228"
"Edgar Garcia","- - -","9.16","6.00","1.53","2.84","22.3%","14.6%","7.7%",".271","1.72",".290","65.0%","177","165","130","7.74","7.32","0.41","5.70","5.12","19276","658305"
"Matt Swarmer","CHC","9.53","5.29","1.80","3.18","23.5%","13.1%","10.5%",".248","1.56",".247","74.6%","125","185","117","5.03","7.35","-2.32","4.68","4.52","19705","664161"
"John Lamb","LAA","9.90","3.60","2.75","3.60","22.0%","8.0%","14.0%",".326","1.90",".355","67.2%","170","171","109","7.20","7.36","-0.16","4.64","4.30","8493","543424"
"Jesus Cruz","- - -","7.45","4.66","1.60","2.79","17.4%","10.9%","6.5%",".275","1.66",".276","70.3%","179","185","133","7.45","7.36","0.09","5.41","4.73","20042","672911"
"Jhan Marinez","BAL","3.38","10.13","0.33","1.13","7.5%","22.5%","-15.0%",".290","2.25",".296","72.3%","132","168","180","5.63","7.41","-1.79","7.64","7.97","5830","501697"
"Luis Escobar","PIT","3.18","6.35","0.50","1.59","6.9%","13.8%","-6.9%",".417","2.47",".429","73.5%","183","169","180","7.94","7.45","0.49","7.96","7.04","17345","650813"
"Kevin Jepsen","TEX","4.32","5.94","0.73","2.16","10.4%","14.3%","-3.9%",".231","1.56",".208","65.4%","127","169","142","5.94","7.48","-1.54","6.05","6.01","6475","448178"
"JC Ramirez","LAA","4.91","4.91","1.00","2.45","11.9%","11.9%","0.0%",".259","1.57",".239","65.2%","154","169","132","6.75","7.49","-0.74","5.79","5.96","8302","500724"
"Ricardo Sanchez","STL","6.75","8.44","0.80","1.69","14.8%","18.5%","-3.7%",".238","1.88",".250","72.9%","157","172","170","6.75","7.50","-0.75","7.60","6.73","17581","645307"
"Zac Reininger","DET","6.39","4.56","1.40","2.92","14.6%","10.4%","4.2%",".335","1.97",".341","68.4%","182","167","128","8.21","7.51","0.70","5.69","5.35","15285","643617"
"Brady Lail","- - -","6.43","3.43","1.88","3.00","16.5%","8.8%","7.7%",".247","1.33",".220","79.2%","141","173","139","6.00","7.53","-1.53","6.19","5.15","14707","621078"
"Kevin Quackenbush","- - -","7.71","5.79","1.33","2.89","16.3%","12.2%","4.1%",".372","2.36",".406","56.2%","281","181","136","11.57","7.55","4.02","5.50","5.12","12360","534812"
"Tanner Tully","CLE","3.00","9.00","0.33","1.50","6.7%","20.0%","-13.3%",".333","2.33",".333","79.4%","154","195","202","6.00","7.61","-1.61","7.91","7.70","19518","668684"
"Matt Reynolds","CIN","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".429","2.25",".429","80.0%","156","180","271","6.75","7.61","-0.86","10.94","5.92","13788","608703"
"Cory Spangenberg","SDP","0.00","13.50","0.00","0.00","0.0%","25.0%","-25.0%",".444","3.50",".444","57.1%","346","191","251","13.50","7.66","5.84","10.14","10.13","12294","605486"
"Ryan Castellani","- - -","5.11","5.47","0.93","2.37","12.9%","13.8%","-0.9%",".243","1.50",".221","76.1%","107","164","151","5.47","7.67","-2.19","6.67","6.46","16377","624418"
"Julian Fernandez","COL","5.40","5.40","1.00","2.70","12.1%","12.1%","0.0%",".310","1.95",".304","49.0%","224","172","164","10.80","7.67","3.13","6.95","6.07","18341","642759"
"Seth Romero","WSN","16.87","10.12","1.67","3.37","27.8%","16.7%","11.1%",".333","3.00",".444","60.6%","299","169","112","13.50","7.69","5.81","4.99","4.72","21333","656913"
"Neil Walker","PHI","0.00","13.50","0.00","0.00","0.0%","33.3%","-33.3%",".000","1.50",".000","100.0%","0","169","301","0.00","7.69","-7.69","13.48","14.79","7539","435522"
