"Name","Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+","playerid","mlbamid"
"Amed Rosario","- - -","2652","4.5%","19.2%","0.24",".276",".311",".405",".716",".129","6.5",".327","10.0","-3.5","2.0","301","-16.8",".307","96","15518","642708"
"Mike Tauchman","- - -","635","11.8%","26.8%","0.44",".231",".325",".382",".707",".150","5.2",".302","2.2","-0.6","1.5","73","-5.4",".307","91","15274","643565"
"Logan O'Hoppe","LAA","16","12.5%","18.8%","0.67",".286",".375",".286",".661",".000","0.6",".364","-0.7","0.1","0.0","2","0.0",".307","98","24729","681351"
"Alex Gordon","KCR","1385","8.6%","18.8%","0.46",".250",".330",".373",".703",".123","3.5",".293","-1.9","0.0","0.4","157","-12.3",".307","89","5209","460086"
"Rodolfo Castro","PIT","371","7.5%","27.2%","0.28",".224",".288",".419",".707",".195","4.6",".269","0.3","-0.3","-0.5","42","-1.3",".307","95","21987","666801"
"Kyle Garlick","- - -","345","5.5%","30.7%","0.18",".229",".281",".439",".720",".210","3.1",".283","0.6","0.7","0.0","39","-1.8",".307","97","18063","664247"
"Jesus Sanchez","MIA","623","8.0%","29.1%","0.28",".221",".291",".423",".714",".202","3.5",".273","-4.1","0.4","-0.7","71","-2.5",".307","96","19913","660821"
"J.P. Crawford","- - -","2056","10.0%","17.2%","0.58",".250",".332",".361",".693",".111","4.2",".294","2.2","-0.8","-3.9","233","-13.8",".307","99","15491","641487"
"Jon Berti","- - -","1126","10.7%","23.4%","0.46",".244",".335",".353",".688",".109","7.1",".317","10.6","0.7","8.3","128","-7.3",".307","95","12037","542932"
"Edmundo Sosa","- - -","529","4.5%","21.9%","0.21",".253",".321",".378",".699",".124","7.1",".317","2.1","-0.8","-0.3","60","-2.4",".307","96","17022","624641"
"Travis Shaw","- - -","1306","11.8%","24.7%","0.48",".212",".310",".398",".708",".187","2.0",".243","-4.6","2.0","-0.6","146","-11.1",".307","90","11982","543768"
"Yairo Munoz","- - -","626","6.4%","20.9%","0.31",".268",".319",".396",".716",".128","4.3",".323","-2.0","0.9","-0.9","70","-5.0",".307","93","16313","622168"
"Nick Madrigal","- - -","552","5.3%","9.2%","0.57",".289",".336",".355",".692",".066","4.2",".317","-1.0","-1.8","-1.0","63","-2.9",".307","94","20521","663611"
"Raimel Tapia","- - -","1646","5.7%","18.0%","0.31",".276",".317",".391",".708",".115","5.9",".327","5.6","1.0","2.2","187","-12.1",".306","81","14350","606132"
"Scott Schebler","- - -","560","9.5%","25.5%","0.37",".226",".311",".389",".700",".163","2.9",".277","0.5","0.1","-0.8","62","-4.7",".306","87","12225","594988"
"Kyle Farmer","- - -","1456","5.2%","19.4%","0.27",".254",".311",".394",".705",".140","3.4",".293","-0.7","-2.3","-1.9","164","-9.0",".306","86","14813","571657"
"Gregory Polanco","PIT","1258","9.7%","26.6%","0.36",".224",".300",".420",".720",".196","5.9",".271","-2.2","0.6","3.6","141","-10.6",".306","90","12907","570256"
"Sam Hilliard","COL","639","10.0%","32.7%","0.31",".212",".294",".423",".717",".211","7.0",".275","2.4","2.4","2.2","73","-3.9",".306","77","17954","656541"
"Odubel Herrera","PHI","1425","6.2%","19.2%","0.32",".251",".304",".405",".709",".154","4.5",".287","-0.1","2.7","0.8","159","-10.0",".306","90","11476","546318"
"Carson Kelly","- - -","1249","10.4%","20.8%","0.50",".227",".315",".396",".710",".168","2.2",".257","-0.3","-3.3","-0.5","142","-9.3",".306","89","13620","608348"
"Josh Reddick","- - -","1405","7.9%","15.4%","0.51",".258",".314",".397",".711",".139","4.0",".282","-3.0","0.7","0.1","158","-14.0",".306","93","3892","502210"
"Yan Gomes","- - -","1580","5.8%","22.2%","0.26",".249",".301",".415",".716",".166","2.7",".290","-3.5","-2.7","0.0","177","-12.6",".306","90","9627","543228"
"Johan Camargo","- - -","1083","8.0%","21.1%","0.38",".244",".309",".399",".708",".155","2.5",".286","-0.8","0.5","-0.7","120","-9.6",".306","88","14950","622666"
"Preston Tucker","- - -","184","7.1%","23.4%","0.30",".229",".299",".404",".703",".175","1.3",".271","-0.4","0.2","-0.1","20","-1.4",".306","88","13633","605512"
"Ronald Guzman","- - -","832","8.8%","29.2%","0.30",".225",".302",".410",".712",".186","3.2",".287","-2.1","-0.3","-0.7","93","-8.0",".306","83","14388","608597"
"Dwight Smith Jr.","- - -","539","7.4%","21.2%","0.35",".241",".305",".414",".719",".173","4.9",".278","-1.0","-0.5","0.5","61","-6.5",".305","88","13473","596105"
"Edward Olivares","- - -","386","4.9%","20.7%","0.24",".260",".304",".399",".703",".140","3.3",".301","1.7","0.8","-2.4","43","-2.8",".305","93","19698","658668"
"Manny Pina","- - -","786","8.0%","20.6%","0.39",".227",".304",".406",".710",".179","2.8",".249","-3.1","-0.3","-0.1","88","-6.8",".305","88","2829","444489"
"Luis Gonzalez","- - -","363","9.1%","21.5%","0.42",".253",".328",".363",".690",".109","5.3",".317","-0.9","0.2","0.8","40","-1.3",".305","98","20332","670768"
"Matthew Boyd","- - -","9","11.1%","44.4%","0.25",".286",".375",".286",".661",".000","0.1",".667","","","0.0","1","0.0",".305","102","15440","571510"
"Akil Baddoo","DET","686","10.1%","27.1%","0.37",".241",".316",".381",".697",".140","7.0",".320","4.7","0.7","0.7","77","-4.1",".305","95","22168","668731"
"Aristides Aquino","CIN","762","8.7%","33.5%","0.26",".211",".285",".434",".719",".223","3.9",".264","1.7","1.9","-0.1","86","-5.5",".305","84","15482","606157"
"Adalberto Mondesi","KCR","1157","4.4%","29.6%","0.15",".255",".289",".431",".720",".176","9.1",".338","3.4","2.0","13.4","129","-12.4",".305","88","13769","609275"
"Brandon Drury","- - -","1238","6.1%","23.4%","0.26",".236",".288",".422",".710",".185","2.5",".273","-2.7","0.3","-2.0","136","-11.6",".305","91","11615","592273"
"Christian Vazquez","- - -","1903","6.1%","17.8%","0.35",".262",".309",".397",".707",".136","3.1",".298","-15.5","-5.7","-3.0","213","-16.7",".305","87","9774","543877"
"Jake Cave","MIN","1015","6.4%","32.3%","0.20",".235",".297",".411",".708",".176","5.0",".325","1.7","2.9","-1.3","113","-9.0",".304","92","14477","595909"
"Keibert Ruiz","- - -","537","6.7%","11.5%","0.58",".255",".315",".373",".689",".118","2.9",".272","-1.5","-0.4","0.3","59","-2.7",".304","93","19610","660688"
"Cal Raleigh","SEA","563","8.0%","30.9%","0.26",".202",".268",".440",".708",".238","2.0",".237","-1.2","0.4","-0.2","62","-3.6",".304","101","21534","663728"
"Jose Fernandez","LAA","123","4.9%","12.2%","0.40",".267",".309",".388",".697",".121","2.6",".293","0.1","0.1","0.1","13","-1.1",".304","91","19254","628336"
"Pedro Alvarez","BAL","127","12.6%","28.3%","0.44",".180",".283",".414",".698",".234","1.8",".179","-0.3","0.0","-0.1","14","-1.1",".304","90","2495","476883"
"Paul DeJong","STL","1967","8.7%","25.6%","0.34",".220",".301",".403",".704",".183","3.8",".260","2.9","2.2","-1.4","218","-20.0",".304","92","18015","657557"
"Yonder Alonso","- - -","909","9.9%","21.2%","0.47",".231",".309",".394",".703",".162","1.3",".261","-2.0","-1.7","-0.9","99","-10.4",".304","86","2530","475174"
"Trevor Larnach","MIN","481","10.2%","33.5%","0.30",".226",".316",".371",".687",".145","2.1",".331","-2.1","1.5","-0.2","53","-3.6",".304","95","21501","663616"
"Terrin Vavra","BAL","103","11.7%","18.4%","0.63",".258",".340",".337",".677",".079","4.2",".310","-1.0","-0.2","-0.5","11","-0.5",".303","97","24400","679631"
"Chad Pinder","OAK","1376","6.0%","26.8%","0.22",".243",".295",".410",".705",".167","2.8",".305","0.6","-2.2","-1.5","151","-13.3",".303","96","15191","640461"
"Kevin Pillar","- - -","1770","3.4%","17.7%","0.19",".254",".289",".429",".717",".175","5.5",".279","10.0","1.8","1.0","195","-20.8",".303","88","12434","607680"
"Isaac Paredes","- - -","574","10.8%","17.8%","0.61",".209",".300",".390",".689",".181","1.9",".217","-1.4","-1.1","-0.9","63","-4.7",".303","99","20036","670623"
"Yonathan Daza","COL","844","6.4%","16.5%","0.39",".282",".331",".355",".685",".073","3.1",".336","3.0","-1.1","-1.9","92","-7.6",".303","77","15794","602074"
"Kole Calhoun","- - -","2018","9.6%","25.9%","0.37",".217",".298",".408",".706",".191","3.6",".253","-1.1","-0.7","-0.7","223","-20.5",".303","89","11200","594777"
"Riley Greene","DET","418","8.6%","28.7%","0.30",".253",".321",".362",".682",".109","4.2",".354","1.8","-0.1","-1.8","45","-2.3",".303","98","25976","682985"
"Elehuris Montero","COL","185","4.3%","32.4%","0.13",".233",".270",".432",".702",".199","2.9",".318","0.3","0.1","-0.1","20","-1.1",".303","79","20543","660707"
"Emmanuel Rivera","- - -","457","6.8%","22.8%","0.30",".238",".298",".393",".690",".155","4.4",".286","0.7","-0.1","-0.6","50","-3.0",".303","92","19890","656896"
"Esteban Quiroz","CHC","47","8.5%","19.1%","0.44",".275",".370",".275",".645",".000","2.4",".355","0.2","0.3","-0.3","5","-0.3",".303","95","19780","606019"
"Freddy Galvis","- - -","1798","6.3%","22.2%","0.28",".248",".299",".408",".707",".159","3.8",".292","0.3","0.3","-2.0","197","-21.5",".302","88","6609","520471"
"Daniel Palka","CHW","542","7.0%","34.7%","0.20",".218",".277",".433",".710",".216","3.5",".282","-0.5","-0.1","-0.7","58","-6.5",".302","90","14897","594953"
"Devin Mesoraco","- - -","274","9.1%","19.0%","0.48",".221",".303",".398",".700",".176","0.7",".236","-0.5","-1.1","-0.1","29","-2.8",".302","91","5666","519023"
"Elias Diaz","- - -","1434","7.3%","17.6%","0.41",".247",".304",".394",".698",".147","1.9",".275","-3.2","-4.8","-1.8","156","-15.5",".302","80","11680","553869"
"Jace Peterson","- - -","1045","11.8%","24.4%","0.48",".227",".323",".357",".680",".130","6.1",".290","5.3","0.3","4.7","114","-10.3",".302","89","12325","607054"
"Hanser Alberto","- - -","1225","2.4%","11.0%","0.22",".283",".305",".401",".706",".118","4.0",".305","3.9","-1.7","-1.7","135","-15.4",".302","87","11902","593643"
"Michael Massey","KCR","194","4.6%","23.7%","0.20",".243",".307",".376",".683",".133","5.0",".304","0.1","0.9","0.4","21","-1.2",".302","93","27684","686681"
"Mallex Smith","- - -","1157","7.9%","21.8%","0.36",".255",".326",".361",".687",".106","8.3",".329","7.4","0.2","8.1","125","-16.0",".302","92","13608","605480"
"Neil Walker","- - -","820","10.4%","21.6%","0.48",".239",".322",".371",".693",".131","3.0",".289","-1.5","1.6","0.1","89","-10.6",".302","88","7539","435522"
"Hanley Ramirez","- - -","252","8.7%","20.6%","0.42",".239",".310",".381",".690",".142","3.6",".274","-1.4","-1.4","0.2","27","-3.1",".302","85","8001","434670"
"Jose Osuna","PIT","478","5.2%","18.0%","0.29",".245",".285",".431",".717",".187","2.1",".265","-0.9","0.0","-0.6","52","-6.8",".302","86","12937","591741"
"Willie Calhoun","- - -","899","7.1%","15.1%","0.47",".239",".298",".406",".704",".167","2.5",".250","-5.3","-0.1","-1.4","99","-11.0",".301","84","17838","641432"
"Adam Moore","TBR","20","5.0%","35.0%","0.14",".222",".263",".444",".708",".222","1.1",".300","-0.2","0.1","0.0","2","-0.2",".301","92","9362","446192"
"Dexter Fowler","- - -","1030","11.9%","24.4%","0.49",".219",".320",".367",".687",".148","3.7",".266","1.6","2.2","-1.0","113","-13.9",".301","88","4062","451594"
"Jay Bruce","- - -","836","8.6%","23.2%","0.37",".212",".280",".439",".719",".227","2.6",".226","-1.0","1.3","-1.0","90","-11.3",".301","89","9892","457803"
"Brian McCann","- - -","532","9.4%","17.5%","0.54",".234",".314",".382",".696",".148","1.1",".249","-2.5","-1.4","-0.7","58","-7.4",".301","85","4810","435263"
"Christian Bethancourt","- - -","333","3.6%","24.0%","0.15",".252",".283",".409",".692",".157","4.0",".304","-1.0","-0.3","0.3","36","-2.3",".301","101","10028","542194"
"Russell Martin","- - -","601","14.3%","23.6%","0.61",".205",".338",".327",".665",".122","1.8",".251","-3.0","0.2","-1.4","64","-8.2",".301","87","4616","431145"
"Jonathan Schoop","- - -","2326","4.4%","21.9%","0.20",".247",".288",".417",".705",".170","3.4",".283","1.5","-6.2","-0.5","253","-26.3",".301","90","11265","570731"
"Andy Ibanez","TEX","400","6.0%","14.0%","0.43",".258",".306",".384",".690",".126","4.3",".285","-0.4","0.6","0.3","44","-3.8",".301","91","18819","628451"
"Yohel Pozo","TEX","77","3.9%","13.0%","0.30",".284",".312",".378",".690",".095","1.4",".317","-0.6","0.2","-0.1","8","-0.9",".300","89","18848","650968"
"Leonys Martin","- - -","617","8.3%","25.1%","0.33",".231",".303",".390",".693",".159","4.7",".283","2.1","1.4","-1.9","65","-9.2",".300","85","11846","547982"
"Alan Trejo","COL","175","4.6%","26.3%","0.17",".256",".297",".396",".693",".140","2.8",".325","0.3","-0.1","-0.7","19","-1.7",".300","76","20056","676701"
"Gerardo Parra","- - -","851","6.7%","19.3%","0.35",".260",".319",".376",".694",".115","4.4",".308","-4.0","0.3","0.1","91","-12.0",".300","78","8553","467827"
"Jordy Mercer","- - -","856","6.5%","21.0%","0.31",".256",".311",".392",".703",".136","2.5",".311","-0.2","-0.4","-0.1","91","-11.7",".300","86","6547","474568"
"Peter Lambert","COL","36","8.3%","30.6%","0.27",".300",".364",".300",".664",".000","1.1",".474","","","0.0","4","-0.5",".300","72","17969","663567"
"Jason Castro","- - -","708","12.3%","34.0%","0.36",".203",".309",".376",".685",".173","1.9",".285","-3.6","1.0","-0.3","77","-9.2",".300","88","8722","488771"
"Niko Goodrum","- - -","1513","9.1%","31.0%","0.29",".228",".301",".393",".695",".165","5.9",".313","7.4","0.4","2.9","163","-21.1",".300","87","12092","592348"
"Josh Harrison","- - -","1595","5.1%","15.9%","0.32",".256",".313",".371",".684",".115","4.1",".291","-0.3","0.7","-1.7","171","-19.1",".300","89","8202","543281"
"Alex Avila","- - -","608","16.9%","35.7%","0.47",".185",".331",".349",".680",".163","1.7",".281","-3.8","-2.1","-0.2","65","-8.5",".299","84","7476","488671"
"Caleb Ferguson","LAD","7","0.0%","42.9%","0.00",".286",".286",".429",".714",".143","2.6",".500","","","0.0","1","-0.1",".299","87","19349","657571"
"Jacob Nottingham","- - -","130","8.5%","38.5%","0.22",".184",".277",".421",".698",".237","1.6",".228","0.0","0.6","-0.1","14","-1.8",".299","86","16448","641924"
"David Fletcher","LAA","2083","6.1%","9.6%","0.64",".278",".324",".360",".684",".082","4.8",".303","2.4","-1.3","1.2","225","-28.9",".299","87","17992","664058"
"Nick Ahmed","ARI","1933","7.6%","20.0%","0.38",".241",".299",".401",".700",".161","5.0",".280","5.5","-1.5","0.0","207","-28.2",".299","83","12147","605113"
"Pedro Florimon","PHI","76","6.6%","39.5%","0.17",".225",".276",".423",".699",".197","6.8",".359","0.2","0.6","-0.6","8","-1.0",".299","85","8385","465753"
"Kevin Plawecki","- - -","899","7.9%","18.7%","0.42",".243",".318",".360",".678",".117","2.3",".289","-5.7","-3.9","-1.3","96","-11.9",".299","86","13807","608700"
"Ha-seong Kim","SDP","880","8.3%","19.4%","0.43",".235",".306",".372",".679",".138","5.1",".275","0.5","1.2","1.6","93","-9.5",".298","93","27506","673490"
"Adam Haseley","- - -","380","6.3%","23.2%","0.27",".262",".323",".364",".687",".102","3.8",".339","2.3","-1.0","0.6","41","-6.5",".298","82","19878","656514"
"Lucas Duda","- - -","486","8.0%","27.6%","0.29",".224",".298",".395",".693",".171","2.1",".276","-5.4","0.2","-0.1","50","-7.5",".298","84","2502","446263"
"Alex Kirilloff","MIN","387","4.9%","22.7%","0.22",".251",".295",".398",".694",".148","2.4",".300","-1.6","-0.1","-0.5","41","-4.4",".298","91","20325","666135"
"Jose Briceno","LAA","134","6.7%","26.9%","0.25",".238",".301",".377",".678",".139","1.3",".296","-1.7","-0.1","-0.5","14","-1.8",".298","87","13151","593993"
"Joey Rickard","- - -","425","8.0%","24.9%","0.32",".233",".304",".383",".687",".150","4.9",".294","1.7","0.9","-0.3","44","-6.9",".298","85","13277","572073"
"Jorge Alfaro","- - -","1527","4.3%","34.4%","0.13",".253",".302",".390",".692",".137","3.8",".369","-5.1","0.0","0.4","162","-22.2",".298","88","12180","595751"
"Brandon Guyer","CLE","221","6.8%","21.7%","0.31",".206",".300",".371",".671",".165","2.8",".237","0.0","0.0","-0.3","23","-3.0",".298","83","2636","446386"
"Mike Ford","- - -","468","11.1%","22.9%","0.49",".201",".301",".387",".689",".186","1.2",".220","-0.6","0.6","-0.3","50","-6.5",".298","88","15585","645801"
"Manuel Margot","- - -","1946","7.4%","17.4%","0.42",".252",".309",".380",".688",".128","5.7",".292","7.4","2.5","-0.9","205","-28.6",".298","90","14712","622534"
"Garrett Stubbs","- - -","208","9.6%","21.2%","0.45",".230",".304",".372",".676",".142","5.3",".274","2.0","0.3","0.0","21","-3.2",".298","87","18067","596117"
"Matt Vierling","PHI","434","6.2%","20.7%","0.30",".260",".309",".374",".682",".114","5.2",".311","1.2","0.1","-0.2","46","-4.3",".298","88","21558","663837"
"Ryon Healy","- - -","718","5.6%","21.6%","0.26",".235",".279",".420",".699",".185","1.2",".258","-5.2","-2.0","-0.3","75","-11.0",".298","89","15447","592387"
"Matt Wieters","- - -","495","9.1%","20.6%","0.44",".226",".304",".386",".690",".160","1.1",".249","-1.8","0.8","-0.9","52","-8.3",".297","84","4298","446308"
"Miguel Rojas","MIA","2243","6.0%","12.7%","0.48",".262",".314",".369",".682",".107","4.3",".288","-4.4","-6.5","0.5","237","-32.1",".297","88","7802","500743"
"Nolan Jones","CLE","94","8.5%","33.0%","0.26",".244",".309",".372",".681",".128","1.4",".358","-0.6","-0.1","-0.1","10","-0.9",".297","93","20529","666134"
"Rougned Odor","- - -","2097","7.7%","26.8%","0.29",".214",".288",".404",".692",".190","4.3",".254","4.5","6.1","-5.5","220","-31.7",".297","82","12282","596059"
"Luis Garcia","WSN","763","3.5%","20.4%","0.17",".264",".290",".401",".691",".137","3.2",".316","-0.8","-0.2","-2.6","80","-10.1",".297","86","20391","671277"
"Greg Garcia","- - -","651","12.3%","21.2%","0.58",".234",".337",".326",".664",".092","3.9",".296","0.9","1.2","-0.9","68","-11.6",".297","85","10951","594824"
"Luis Torrens","- - -","638","7.7%","26.6%","0.29",".239",".298",".386",".684",".146","1.7",".302","-1.9","-0.9","-0.5","68","-8.9",".297","92","15905","620443"
"Harold Castro","DET","1215","3.7%","20.6%","0.18",".284",".309",".377",".686",".093","3.2",".348","0.5","0.2","-1.5","128","-18.3",".297","88","14691","605612"
"Ender Inciarte","- - -","1118","8.4%","15.6%","0.54",".247",".316",".361",".677",".114","6.2",".281","6.5","3.4","0.7","116","-18.5",".296","81","4922","542255"
"Jose Peraza","- - -","1360","4.4%","13.0%","0.34",".259",".303",".385",".687",".126","5.2",".281","2.5","-1.1","0.1","141","-23.5",".296","80","13593","606299"
"Reese McGuire","- - -","674","5.3%","20.5%","0.26",".256",".301",".381",".683",".125","2.7",".311","-1.0","0.0","-0.1","70","-10.4",".296","85","15674","624512"
"Brandon Marsh","- - -","721","6.7%","34.5%","0.19",".248",".303",".374",".677",".126","6.0",".376","3.4","2.0","0.6","75","-8.9",".296","88","20202","669016"
"Tim Locastro","- - -","548","6.0%","18.8%","0.32",".228",".326",".331",".657",".103","8.1",".276","2.5","1.8","5.1","58","-9.4",".296","82","15124","641796"
